frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
33.22,-3.00,-0.85,-3.00,-0.84,0.85,0.83,1.48,-2.15,-2.15,-2.15
33.55,-2.95,-0.80,-2.95,-0.81,0.82,0.79,1.45,-2.13,-2.13,-2.15
33.89,-2.90,-0.79,-2.90,-0.78,0.78,0.76,1.42,-2.12,-2.11,-2.11
34.23,-2.85,-0.76,-2.85,-0.75,0.75,0.72,1.39,-2.10,-2.10,-2.09
34.57,-2.79,-0.70,-2.79,-0.72,0.71,0.68,1.35,-2.08,-2.08,-2.09
34.92,-2.74,-0.67,-2.74,-0.68,0.68,0.65,1.31,-2.06,-2.07,-2.07
35.27,-2.70,-0.65,-2.70,-0.64,0.64,0.61,1.27,-2.06,-2.06,-2.05
35.62,-2.66,-0.60,-2.65,-0.61,0.60,0.58,1.23,-2.06,-2.05,-2.06
35.97,-2.60,-0.58,-2.60,-0.56,0.56,0.55,1.19,-2.04,-2.04,-2.02
36.33,-2.54,-0.51,-2.54,-0.51,0.52,0.51,1.15,-2.02,-2.03,-2.03
36.70,-2.49,-0.45,-2.49,-0.47,0.47,0.48,1.10,-2.02,-2.02,-2.04
37.06,-2.45,-0.44,-2.44,-0.42,0.43,0.44,1.05,-2.02,-2.01,-2.01
37.43,-2.40,-0.39,-2.40,-0.38,0.39,0.41,1.01,-2.01,-2.01,-2.01
37.81,-2.35,-0.32,-2.35,-0.35,0.34,0.38,0.96,-2.00,-2.01,-2.02
38.19,-2.31,-0.31,-2.31,-0.30,0.30,0.34,0.91,-2.01,-2.01,-2.00
38.57,-2.27,-0.28,-2.26,-0.26,0.26,0.31,0.86,-2.01,-2.01,-1.99
38.95,-2.21,-0.21,-2.21,-0.22,0.21,0.28,0.81,-2.00,-2.00,-2.00
39.34,-2.15,-0.17,-2.15,-0.17,0.17,0.24,0.76,-1.98,-1.98,-1.98
39.74,-2.09,-0.11,-2.10,-0.11,0.12,0.21,0.71,-1.97,-1.98,-1.98
40.14,-2.05,-0.07,-2.05,-0.07,0.07,0.18,0.66,-1.98,-1.98,-1.98
40.54,-2.01,-0.01,-2.01,-0.03,0.02,0.15,0.61,-1.99,-1.98,-2.00
40.94,-1.96,0.00,-1.96,0.02,-0.02,0.11,0.56,-1.98,-1.98,-1.96
41.35,-1.90,0.07,-1.90,0.07,-0.07,0.08,0.51,-1.97,-1.97,-1.97
41.76,-1.84,0.14,-1.84,0.11,-0.11,0.05,0.45,-1.95,-1.96,-1.98
42.18,-1.79,0.14,-1.79,0.16,-0.16,0.02,0.40,-1.95,-1.95,-1.93
42.60,-1.75,0.20,-1.75,0.20,-0.20,-0.01,0.35,-1.95,-1.94,-1.94
43.03,-1.70,0.25,-1.70,0.24,-0.24,-0.05,0.30,-1.94,-1.94,-1.95
43.46,-1.67,0.27,-1.66,0.28,-0.28,-0.08,0.25,-1.95,-1.95,-1.94
43.90,-1.62,0.32,-1.62,0.32,-0.32,-0.11,0.20,-1.94,-1.94,-1.94
44.33,-1.59,0.36,-1.58,0.36,-0.36,-0.14,0.15,-1.95,-1.94,-1.95
44.78,-1.54,0.39,-1.54,0.40,-0.39,-0.17,0.10,-1.93,-1.94,-1.93
45.23,-1.51,0.43,-1.50,0.43,-0.43,-0.20,0.05,-1.94,-1.93,-1.94
45.68,-1.47,0.47,-1.47,0.46,-0.46,-0.23,-0.00,-1.93,-1.93,-1.94
46.13,-1.43,0.49,-1.44,0.49,-0.48,-0.26,-0.05,-1.91,-1.92,-1.92
46.60,-1.42,0.51,-1.41,0.51,-0.51,-0.30,-0.10,-1.93,-1.92,-1.93
47.06,-1.38,0.54,-1.38,0.53,-0.54,-0.33,-0.15,-1.92,-1.92,-1.91
47.53,-1.36,0.55,-1.37,0.55,-0.57,-0.36,-0.20,-1.93,-1.93,-1.91
48.01,-1.34,0.58,-1.34,0.58,-0.59,-0.39,-0.25,-1.93,-1.93,-1.92
48.49,-1.34,0.60,-1.32,0.61,-0.61,-0.42,-0.30,-1.95,-1.94,-1.94
48.97,-1.29,0.66,-1.30,0.65,-0.64,-0.45,-0.35,-1.92,-1.94,-1.95
49.46,-1.29,0.67,-1.29,0.67,-0.65,-0.48,-0.39,-1.94,-1.95,-1.96
49.96,-1.29,0.70,-1.28,0.68,-0.67,-0.51,-0.44,-1.96,-1.95,-1.98
50.46,-1.29,0.65,-1.29,0.68,-0.68,-0.54,-0.49,-1.97,-1.97,-1.94
50.96,-1.29,0.67,-1.29,0.68,-0.68,-0.57,-0.54,-1.97,-1.97,-1.96
51.47,-1.29,0.70,-1.29,0.68,-0.68,-0.60,-0.59,-1.97,-1.97,-1.99
51.99,-1.29,0.68,-1.28,0.69,-0.68,-0.63,-0.63,-1.97,-1.96,-1.97
52.51,-1.29,0.68,-1.29,0.68,-0.67,-0.67,-0.68,-1.96,-1.96,-1.97
53.03,-1.29,0.68,-1.31,0.66,-0.66,-0.70,-0.73,-1.95,-1.97,-1.97
53.56,-1.34,0.63,-1.32,0.65,-0.66,-0.73,-0.77,-1.99,-1.98,-1.96
54.10,-1.34,0.64,-1.34,0.64,-0.65,-0.76,-0.82,-1.99,-1.99,-1.98
54.64,-1.34,0.66,-1.34,0.64,-0.65,-0.79,-0.86,-1.99,-1.99,-2.00
55.18,-1.34,0.64,-1.34,0.65,-0.65,-0.82,-0.90,-1.99,-2.00,-1.97
55.74,-1.34,0.66,-1.34,0.66,-0.66,-0.85,-0.95,-2.00,-2.00,-2.00
56.29,-1.34,0.67,-1.32,0.67,-0.67,-0.88,-0.99,-2.01,-2.00,-2.01
56.86,-1.29,0.69,-1.31,0.69,-0.69,-0.91,-1.03,-1.98,-1.99,-1.98
57.42,-1.29,0.71,-1.29,0.71,-0.71,-0.94,-1.07,-2.00,-1.99,-2.00
58.00,-1.27,0.73,-1.26,0.73,-0.73,-0.97,-1.11,-2.00,-1.99,-2.00
58.58,-1.25,0.74,-1.25,0.75,-0.75,-1.00,-1.15,-2.00,-2.00,-1.99
59.16,-1.22,0.78,-1.22,0.77,-0.77,-1.04,-1.18,-1.99,-2.00,-2.00
59.76,-1.21,0.80,-1.20,0.80,-0.80,-1.07,-1.22,-2.01,-1.99,-2.01
60.35,-1.16,0.83,-1.18,0.83,-0.82,-1.10,-1.25,-1.98,-2.00,-1.99
60.96,-1.16,0.84,-1.16,0.85,-0.84,-1.13,-1.28,-2.00,-2.00,-2.00
61.57,-1.16,0.87,-1.14,0.87,-0.86,-1.16,-1.31,-2.02,-2.00,-2.03
62.18,-1.12,0.89,-1.14,0.89,-0.88,-1.19,-1.34,-2.00,-2.02,-2.01
62.80,-1.12,0.91,-1.12,0.91,-0.91,-1.22,-1.37,-2.03,-2.03,-2.03
63.43,-1.12,0.93,-1.10,0.93,-0.94,-1.25,-1.40,-2.05,-2.04,-2.05
64.07,-1.08,0.95,-1.09,0.96,-0.97,-1.29,-1.42,-2.05,-2.06,-2.03
64.71,-1.05,1.00,-1.05,1.01,-1.01,-1.32,-1.45,-2.06,-2.06,-2.05
65.35,-1.01,1.06,-1.01,1.05,-1.07,-1.35,-1.47,-2.07,-2.07,-2.07
66.01,-0.95,1.14,-0.95,1.12,-1.13,-1.38,-1.49,-2.08,-2.08,-2.08
66.67,-0.89,1.16,-0.89,1.19,-1.19,-1.41,-1.51,-2.08,-2.08,-2.05
67.33,-0.81,1.26,-0.81,1.27,-1.27,-1.45,-1.53,-2.08,-2.08,-2.07
68.01,-0.73,1.36,-0.73,1.35,-1.35,-1.48,-1.55,-2.08,-2.08,-2.09
68.69,-0.65,1.43,-0.65,1.43,-1.43,-1.51,-1.57,-2.08,-2.08,-2.08
69.37,-0.59,1.50,-0.59,1.51,-1.50,-1.54,-1.59,-2.09,-2.09,-2.09
70.07,-0.53,1.58,-0.53,1.58,-1.57,-1.57,-1.61,-2.10,-2.10,-2.11
70.77,-0.47,1.65,-0.48,1.64,-1.63,-1.61,-1.62,-2.10,-2.11,-2.12
71.48,-0.44,1.70,-0.44,1.69,-1.69,-1.64,-1.64,-2.12,-2.12,-2.14
72.19,-0.41,1.72,-0.41,1.73,-1.73,-1.67,-1.66,-2.14,-2.13,-2.13
72.91,-0.38,1.77,-0.39,1.76,-1.76,-1.70,-1.68,-2.14,-2.16,-2.15
73.64,-0.38,1.80,-0.38,1.80,-1.79,-1.73,-1.69,-2.17,-2.17,-2.18
74.38,-0.38,1.81,-0.36,1.83,-1.82,-1.77,-1.71,-2.20,-2.18,-2.19
75.12,-0.34,1.87,-0.36,1.84,-1.84,-1.80,-1.73,-2.18,-2.20,-2.21
75.87,-0.34,1.84,-0.34,1.86,-1.87,-1.83,-1.75,-2.21,-2.21,-2.18
76.63,-0.34,1.86,-0.33,1.88,-1.89,-1.86,-1.77,-2.23,-2.22,-2.20
77.40,-0.30,1.92,-0.31,1.91,-1.92,-1.90,-1.79,-2.22,-2.23,-2.22
78.17,-0.30,1.95,-0.29,1.95,-1.95,-1.93,-1.81,-2.25,-2.24,-2.25
78.95,-0.25,2.01,-0.26,1.99,-1.98,-1.96,-1.84,-2.23,-2.24,-2.26
79.74,-0.25,2.00,-0.24,2.01,-2.00,-1.99,-1.86,-2.25,-2.24,-2.24
80.54,-0.21,2.04,-0.22,2.04,-2.03,-2.03,-1.89,-2.24,-2.24,-2.25
81.35,-0.21,2.06,-0.21,2.05,-2.05,-2.06,-1.91,-2.26,-2.26,-2.27
82.16,-0.21,2.08,-0.21,2.07,-2.07,-2.09,-1.94,-2.28,-2.27,-2.29
82.98,-0.21,2.08,-0.21,2.08,-2.09,-2.13,-1.97,-2.29,-2.30,-2.29
83.81,-0.21,2.08,-0.21,2.09,-2.10,-2.16,-2.00,-2.31,-2.31,-2.29
84.65,-0.21,2.10,-0.20,2.12,-2.12,-2.19,-2.04,-2.33,-2.31,-2.31
85.50,-0.17,2.16,-0.19,2.14,-2.14,-2.22,-2.07,-2.31,-2.32,-2.33
86.35,-0.17,2.18,-0.17,2.17,-2.16,-2.26,-2.11,-2.33,-2.33,-2.35
87.22,-0.17,2.16,-0.15,2.19,-2.19,-2.29,-2.15,-2.36,-2.34,-2.33
88.09,-0.12,2.23,-0.13,2.21,-2.23,-2.32,-2.19,-2.35,-2.36,-2.35
88.97,-0.10,2.25,-0.10,2.26,-2.27,-2.35,-2.23,-2.37,-2.36,-2.35
89.86,-0.06,2.31,-0.06,2.31,-2.31,-2.39,-2.27,-2.37,-2.37,-2.37
90.76,-0.02,2.36,-0.02,2.36,-2.36,-2.42,-2.31,-2.38,-2.38,-2.38
91.66,0.01,2.41,0.01,2.41,-2.41,-2.45,-2.36,-2.40,-2.40,-2.39
92.58,0.04,2.47,0.04,2.46,-2.47,-2.49,-2.41,-2.43,-2.43,-2.43
93.51,0.07,2.52,0.07,2.52,-2.52,-2.52,-2.46,-2.45,-2.45,-2.45
94.44,0.09,2.57,0.10,2.58,-2.58,-2.55,-2.51,-2.49,-2.48,-2.48
95.39,0.13,2.63,0.12,2.63,-2.63,-2.58,-2.56,-2.50,-2.50,-2.50
96.34,0.14,2.68,0.14,2.69,-2.67,-2.61,-2.62,-2.53,-2.53,-2.54
97.30,0.16,2.73,0.16,2.73,-2.72,-2.65,-2.67,-2.56,-2.55,-2.57
98.28,0.18,2.78,0.17,2.76,-2.76,-2.68,-2.73,-2.58,-2.58,-2.60
99.26,0.18,2.77,0.19,2.79,-2.79,-2.71,-2.79,-2.61,-2.61,-2.59
100.25,0.19,2.81,0.20,2.82,-2.83,-2.74,-2.84,-2.64,-2.63,-2.62
101.25,0.22,2.87,0.21,2.85,-2.86,-2.77,-2.90,-2.64,-2.65,-2.65
102.27,0.22,2.90,0.22,2.90,-2.89,-2.81,-2.96,-2.67,-2.67,-2.68
103.29,0.22,2.94,0.22,2.93,-2.93,-2.84,-3.02,-2.71,-2.71,-2.72
104.32,0.22,2.96,0.22,2.96,-2.97,-2.87,-3.09,-2.75,-2.75,-2.73
105.37,0.22,2.98,0.23,3.00,-3.01,-2.90,-3.15,-2.78,-2.77,-2.76
106.42,0.25,3.04,0.25,3.04,-3.04,-2.93,-3.21,-2.79,-2.80,-2.79
107.48,0.27,3.09,0.26,3.09,-3.08,-2.96,-3.27,-2.81,-2.82,-2.82
108.56,0.27,3.13,0.27,3.13,-3.12,-2.99,-3.33,-2.85,-2.85,-2.86
109.64,0.27,3.16,0.27,3.16,-3.16,-3.02,-3.38,-2.89,-2.88,-2.89
110.74,0.27,3.19,0.27,3.19,-3.19,-3.05,-3.44,-2.92,-2.92,-2.92
111.85,0.27,3.22,0.27,3.23,-3.23,-3.08,-3.50,-2.96,-2.96,-2.95
112.97,0.27,3.27,0.27,3.26,-3.27,-3.11,-3.55,-3.00,-3.00,-3.00
114.10,0.27,3.30,0.27,3.30,-3.31,-3.14,-3.60,-3.04,-3.04,-3.03
115.24,0.27,3.34,0.27,3.34,-3.34,-3.17,-3.65,-3.07,-3.07,-3.06
116.39,0.27,3.37,0.27,3.37,-3.38,-3.20,-3.69,-3.11,-3.11,-3.10
117.55,0.27,3.41,0.27,3.41,-3.41,-3.23,-3.73,-3.14,-3.13,-3.14
118.73,0.27,3.45,0.27,3.45,-3.43,-3.26,-3.77,-3.16,-3.16,-3.18
119.92,0.27,3.48,0.27,3.47,-3.45,-3.29,-3.81,-3.18,-3.19,-3.21
121.12,0.26,3.50,0.25,3.48,-3.47,-3.31,-3.84,-3.21,-3.22,-3.24
122.33,0.22,3.45,0.24,3.48,-3.48,-3.34,-3.86,-3.26,-3.25,-3.23
123.55,0.22,3.47,0.22,3.48,-3.50,-3.37,-3.88,-3.28,-3.28,-3.25
124.79,0.22,3.51,0.21,3.49,-3.51,-3.39,-3.90,-3.29,-3.31,-3.29
126.03,0.18,3.51,0.19,3.52,-3.52,-3.42,-3.92,-3.34,-3.33,-3.32
127.29,0.18,3.54,0.17,3.54,-3.54,-3.45,-3.92,-3.35,-3.36,-3.36
128.57,0.16,3.56,0.16,3.56,-3.55,-3.47,-3.93,-3.39,-3.39,-3.40
129.85,0.14,3.58,0.15,3.58,-3.57,-3.50,-3.93,-3.43,-3.42,-3.44
131.15,0.14,3.61,0.12,3.60,-3.59,-3.52,-3.93,-3.45,-3.47,-3.47
132.46,0.09,3.60,0.11,3.61,-3.62,-3.55,-3.92,-3.52,-3.51,-3.51
133.79,0.09,3.61,0.09,3.63,-3.64,-3.57,-3.91,-3.55,-3.54,-3.52
135.12,0.09,3.66,0.09,3.65,-3.66,-3.60,-3.90,-3.57,-3.57,-3.57
136.48,0.09,3.68,0.09,3.68,-3.68,-3.62,-3.88,-3.59,-3.59,-3.59
137.84,0.09,3.71,0.09,3.71,-3.70,-3.64,-3.86,-3.61,-3.61,-3.62
139.22,0.09,3.75,0.09,3.74,-3.73,-3.66,-3.84,-3.64,-3.64,-3.66
140.61,0.09,3.76,0.09,3.76,-3.75,-3.69,-3.82,-3.66,-3.66,-3.67
142.02,0.09,3.76,0.09,3.77,-3.77,-3.71,-3.79,-3.68,-3.68,-3.67
143.44,0.09,3.78,0.09,3.78,-3.78,-3.73,-3.77,-3.69,-3.69,-3.69
144.87,0.09,3.79,0.09,3.80,-3.80,-3.75,-3.74,-3.71,-3.71,-3.70
146.32,0.09,3.82,0.08,3.80,-3.81,-3.77,-3.71,-3.72,-3.73,-3.73
147.78,0.07,3.81,0.07,3.82,-3.82,-3.79,-3.69,-3.75,-3.75,-3.74
149.26,0.05,3.82,0.06,3.83,-3.83,-3.81,-3.66,-3.78,-3.77,-3.77
150.75,0.05,3.85,0.04,3.84,-3.85,-3.83,-3.63,-3.80,-3.80,-3.80
152.26,0.04,3.87,0.03,3.87,-3.86,-3.84,-3.61,-3.82,-3.83,-3.83
153.78,0.01,3.86,0.02,3.88,-3.87,-3.86,-3.58,-3.86,-3.85,-3.85
155.32,0.01,3.91,0.00,3.89,-3.89,-3.88,-3.56,-3.88,-3.89,-3.90
156.88,-0.02,3.89,-0.01,3.90,-3.90,-3.89,-3.54,-3.92,-3.91,-3.91
158.44,-0.04,3.90,-0.03,3.91,-3.91,-3.91,-3.51,-3.95,-3.94,-3.94
160.03,-0.04,3.93,-0.05,3.92,-3.92,-3.92,-3.50,-3.96,-3.97,-3.97
161.63,-0.08,3.92,-0.07,3.93,-3.93,-3.94,-3.48,-4.01,-4.00,-4.00
163.24,-0.08,3.95,-0.09,3.94,-3.94,-3.95,-3.46,-4.02,-4.03,-4.03
164.88,-0.12,3.93,-0.11,3.95,-3.95,-3.97,-3.45,-4.07,-4.06,-4.05
166.53,-0.12,3.96,-0.13,3.95,-3.95,-3.98,-3.44,-4.07,-4.08,-4.08
168.19,-0.15,3.96,-0.15,3.96,-3.96,-3.99,-3.43,-4.11,-4.11,-4.11
169.87,-0.17,3.97,-0.16,3.97,-3.97,-4.00,-3.43,-4.14,-4.13,-4.14
171.57,-0.18,3.99,-0.19,3.98,-3.97,-4.01,-3.43,-4.15,-4.16,-4.16
173.29,-0.21,3.98,-0.21,3.98,-3.98,-4.02,-3.43,-4.19,-4.19,-4.19
175.02,-0.24,3.98,-0.23,3.99,-3.99,-4.03,-3.43,-4.23,-4.22,-4.22
176.77,-0.25,4.01,-0.26,4.00,-4.00,-4.04,-3.43,-4.25,-4.26,-4.25
178.54,-0.30,4.01,-0.29,4.00,-4.02,-4.05,-3.44,-4.31,-4.30,-4.31
180.32,-0.30,4.02,-0.31,4.03,-4.03,-4.05,-3.45,-4.33,-4.34,-4.32
182.13,-0.34,4.03,-0.33,4.04,-4.05,-4.06,-3.47,-4.38,-4.38,-4.37
183.95,-0.34,4.09,-0.35,4.06,-4.06,-4.07,-3.48,-4.40,-4.41,-4.42
185.79,-0.38,4.07,-0.36,4.09,-4.08,-4.07,-3.50,-4.45,-4.44,-4.45
187.65,-0.38,4.10,-0.38,4.10,-4.09,-4.08,-3.52,-4.47,-4.47,-4.48
189.52,-0.38,4.13,-0.40,4.10,-4.10,-4.08,-3.54,-4.48,-4.50,-4.50
191.42,-0.43,4.10,-0.41,4.12,-4.12,-4.08,-3.57,-4.54,-4.52,-4.53
193.33,-0.43,4.12,-0.43,4.12,-4.13,-4.09,-3.60,-4.56,-4.55,-4.55
195.27,-0.43,4.14,-0.45,4.12,-4.14,-4.09,-3.63,-4.56,-4.58,-4.57
197.22,-0.47,4.12,-0.46,4.14,-4.14,-4.09,-3.66,-4.61,-4.60,-4.59
199.19,-0.47,4.15,-0.47,4.15,-4.15,-4.09,-3.69,-4.62,-4.62,-4.62
201.18,-0.47,4.16,-0.47,4.16,-4.16,-4.09,-3.73,-4.63,-4.63,-4.63
203.19,-0.47,4.17,-0.47,4.17,-4.16,-4.09,-3.77,-4.63,-4.64,-4.64
205.23,-0.48,4.18,-0.49,4.17,-4.17,-4.09,-3.80,-4.65,-4.65,-4.66
207.28,-0.51,4.15,-0.50,4.17,-4.17,-4.09,-3.84,-4.68,-4.67,-4.66
209.35,-0.51,4.17,-0.51,4.18,-4.18,-4.08,-3.88,-4.69,-4.68,-4.68
211.44,-0.51,4.19,-0.52,4.17,-4.18,-4.08,-3.92,-4.69,-4.70,-4.70
213.56,-0.52,4.18,-0.53,4.17,-4.19,-4.07,-3.96,-4.71,-4.72,-4.70
215.69,-0.56,4.14,-0.54,4.17,-4.19,-4.07,-4.00,-4.75,-4.73,-4.70
217.85,-0.56,4.20,-0.56,4.18,-4.19,-4.06,-4.04,-4.75,-4.75,-4.76
220.03,-0.56,4.20,-0.58,4.20,-4.19,-4.06,-4.08,-4.75,-4.76,-4.76
222.23,-0.60,4.21,-0.58,4.21,-4.18,-4.05,-4.12,-4.78,-4.76,-4.81
224.45,-0.60,4.20,-0.60,4.19,-4.16,-4.04,-4.15,-4.76,-4.77,-4.80
226.70,-0.61,4.15,-0.62,4.16,-4.15,-4.03,-4.18,-4.76,-4.77,-4.76
228.96,-0.64,4.11,-0.63,4.12,-4.13,-4.03,-4.21,-4.77,-4.76,-4.75
231.25,-0.64,4.10,-0.65,4.08,-4.11,-4.02,-4.24,-4.75,-4.76,-4.74
233.57,-0.68,4.06,-0.67,4.07,-4.09,-4.01,-4.27,-4.76,-4.75,-4.73
235.90,-0.69,4.04,-0.69,4.06,-4.06,-4.00,-4.29,-4.75,-4.75,-4.73
238.26,-0.69,4.08,-0.70,4.05,-4.04,-3.98,-4.30,-4.73,-4.74,-4.77
240.64,-0.73,4.02,-0.72,4.03,-4.02,-3.97,-4.32,-4.75,-4.74,-4.75
243.05,-0.73,4.01,-0.74,4.00,-4.00,-3.96,-4.33,-4.73,-4.74,-4.74
245.48,-0.77,3.95,-0.76,3.97,-3.98,-3.95,-4.33,-4.75,-4.74,-4.72
247.93,-0.77,3.96,-0.78,3.95,-3.95,-3.93,-4.33,-4.72,-4.73,-4.73
250.41,-0.80,3.95,-0.80,3.93,-3.93,-3.92,-4.32,-4.73,-4.72,-4.75
252.92,-0.82,3.89,-0.82,3.90,-3.89,-3.90,-4.31,-4.71,-4.71,-4.71
255.45,-0.84,3.86,-0.84,3.86,-3.86,-3.89,-4.30,-4.70,-4.70,-4.70
258.00,-0.86,3.83,-0.86,3.82,-3.82,-3.87,-4.28,-4.68,-4.69,-4.69
260.58,-0.88,3.79,-0.88,3.79,-3.79,-3.85,-4.25,-4.67,-4.67,-4.67
263.19,-0.90,3.74,-0.89,3.76,-3.75,-3.84,-4.22,-4.65,-4.64,-4.64
265.82,-0.90,3.73,-0.90,3.72,-3.72,-3.82,-4.19,-4.62,-4.62,-4.63
268.48,-0.90,3.70,-0.92,3.68,-3.69,-3.80,-4.15,-4.59,-4.61,-4.60
271.16,-0.95,3.62,-0.93,3.65,-3.66,-3.78,-4.11,-4.61,-4.59,-4.57
273.87,-0.95,3.61,-0.94,3.63,-3.63,-3.76,-4.07,-4.58,-4.58,-4.56
276.61,-0.95,3.63,-0.96,3.61,-3.61,-3.74,-4.02,-4.56,-4.57,-4.58
279.38,-0.95,3.61,-0.96,3.60,-3.59,-3.72,-3.98,-4.54,-4.55,-4.56
282.17,-0.99,3.56,-0.98,3.57,-3.56,-3.70,-3.92,-4.55,-4.54,-4.55
284.99,-0.99,3.53,-0.98,3.54,-3.54,-3.68,-3.87,-4.53,-4.52,-4.52
287.84,-0.99,3.51,-1.00,3.51,-3.51,-3.66,-3.82,-4.50,-4.51,-4.50
290.72,-0.99,3.51,-1.00,3.49,-3.49,-3.64,-3.76,-4.47,-4.49,-4.50
