frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
176.77,-0.26,-1.01,-0.26,-1.01,1.01,0.99,0.52,0.76,0.76,0.76
178.54,-0.28,-1.03,-0.28,-1.02,1.03,1.01,0.52,0.75,0.75,0.75
180.32,-0.30,-1.03,-0.30,-1.04,1.04,1.02,0.52,0.74,0.74,0.73
182.13,-0.32,-1.05,-0.32,-1.05,1.05,1.03,0.52,0.73,0.73,0.73
183.95,-0.34,-1.06,-0.34,-1.05,1.06,1.03,0.53,0.72,0.72,0.72
185.79,-0.36,-1.06,-0.36,-1.06,1.06,1.04,0.53,0.70,0.70,0.70
187.65,-0.38,-1.07,-0.38,-1.07,1.07,1.05,0.53,0.69,0.69,0.69
189.52,-0.40,-1.07,-0.40,-1.07,1.07,1.05,0.54,0.67,0.67,0.68
191.42,-0.41,-1.08,-0.41,-1.08,1.06,1.05,0.54,0.65,0.66,0.67
193.33,-0.41,-1.07,-0.41,-1.07,1.06,1.05,0.54,0.65,0.64,0.66
195.27,-0.41,-1.05,-0.41,-1.05,1.05,1.05,0.55,0.64,0.64,0.64
197.22,-0.41,-1.03,-0.41,-1.04,1.04,1.05,0.55,0.63,0.63,0.62
199.19,-0.42,-1.03,-0.42,-1.03,1.04,1.05,0.56,0.62,0.62,0.62
201.18,-0.42,-1.02,-0.42,-1.02,1.03,1.04,0.56,0.61,0.61,0.60
203.19,-0.42,-1.02,-0.42,-1.02,1.03,1.04,0.57,0.61,0.61,0.60
205.23,-0.43,-1.02,-0.43,-1.02,1.03,1.03,0.58,0.60,0.60,0.60
207.28,-0.43,-1.03,-0.43,-1.03,1.03,1.02,0.58,0.60,0.60,0.60
209.35,-0.44,-1.03,-0.43,-1.03,1.03,1.01,0.59,0.59,0.59,0.60
211.44,-0.44,-1.03,-0.44,-1.03,1.03,1.00,0.60,0.59,0.58,0.59
213.56,-0.45,-1.03,-0.45,-1.03,1.02,0.99,0.60,0.57,0.57,0.58
215.69,-0.46,-1.02,-0.46,-1.02,1.01,0.98,0.61,0.55,0.55,0.56
217.85,-0.47,-1.00,-0.47,-1.00,1.00,0.96,0.62,0.53,0.53,0.53
220.03,-0.48,-0.98,-0.48,-0.98,0.98,0.95,0.62,0.50,0.50,0.50
222.23,-0.50,-0.96,-0.49,-0.96,0.96,0.93,0.63,0.46,0.46,0.47
224.45,-0.50,-0.94,-0.50,-0.94,0.93,0.92,0.64,0.43,0.43,0.44
226.70,-0.50,-0.90,-0.50,-0.91,0.90,0.90,0.64,0.40,0.40,0.40
228.96,-0.50,-0.88,-0.50,-0.87,0.88,0.89,0.65,0.37,0.37,0.38
231.25,-0.50,-0.84,-0.50,-0.84,0.85,0.87,0.66,0.35,0.35,0.34
233.57,-0.51,-0.81,-0.51,-0.82,0.82,0.85,0.66,0.32,0.32,0.31
235.90,-0.51,-0.80,-0.51,-0.79,0.80,0.84,0.67,0.29,0.29,0.29
238.26,-0.51,-0.77,-0.51,-0.78,0.77,0.82,0.67,0.26,0.26,0.26
240.64,-0.51,-0.77,-0.51,-0.76,0.75,0.80,0.68,0.24,0.24,0.26
243.05,-0.52,-0.74,-0.52,-0.74,0.74,0.79,0.68,0.22,0.22,0.23
245.48,-0.52,-0.72,-0.52,-0.72,0.72,0.77,0.69,0.20,0.20,0.20
247.93,-0.52,-0.69,-0.53,-0.70,0.71,0.75,0.69,0.19,0.19,0.17
250.41,-0.54,-0.69,-0.54,-0.69,0.70,0.74,0.70,0.17,0.17,0.16
252.92,-0.55,-0.70,-0.55,-0.69,0.70,0.72,0.70,0.15,0.15,0.15
255.45,-0.56,-0.69,-0.56,-0.70,0.69,0.71,0.70,0.13,0.12,0.13
258.00,-0.58,-0.69,-0.58,-0.69,0.68,0.69,0.70,0.11,0.11,0.12
260.58,-0.59,-0.69,-0.59,-0.68,0.68,0.67,0.71,0.09,0.09,0.10
263.19,-0.59,-0.67,-0.59,-0.67,0.67,0.66,0.71,0.08,0.08,0.08
265.82,-0.59,-0.65,-0.59,-0.65,0.65,0.64,0.71,0.06,0.06,0.06
268.48,-0.59,-0.64,-0.59,-0.64,0.64,0.63,0.71,0.05,0.05,0.05
271.16,-0.59,-0.63,-0.59,-0.63,0.62,0.61,0.71,0.03,0.03,0.04
273.87,-0.60,-0.60,-0.60,-0.60,0.60,0.60,0.71,0.00,0.00,0.01
276.61,-0.60,-0.58,-0.60,-0.58,0.58,0.59,0.71,-0.02,-0.02,-0.01
279.38,-0.60,-0.54,-0.60,-0.55,0.56,0.57,0.71,-0.04,-0.04,-0.05
282.17,-0.60,-0.53,-0.60,-0.53,0.54,0.56,0.71,-0.05,-0.05,-0.06
284.99,-0.60,-0.52,-0.60,-0.52,0.52,0.55,0.72,-0.07,-0.07,-0.07
287.84,-0.60,-0.51,-0.60,-0.51,0.51,0.53,0.72,-0.09,-0.09,-0.08
290.72,-0.60,-0.49,-0.60,-0.50,0.49,0.52,0.72,-0.10,-0.10,-0.10
293.63,-0.60,-0.48,-0.60,-0.48,0.48,0.51,0.72,-0.11,-0.11,-0.11
296.57,-0.60,-0.47,-0.60,-0.47,0.47,0.50,0.72,-0.13,-0.12,-0.12
299.53,-0.60,-0.45,-0.60,-0.46,0.46,0.49,0.72,-0.14,-0.14,-0.14
302.53,-0.60,-0.45,-0.60,-0.45,0.45,0.48,0.72,-0.15,-0.15,-0.14
305.55,-0.60,-0.43,-0.60,-0.44,0.43,0.47,0.72,-0.16,-0.16,-0.17
308.61,-0.60,-0.43,-0.60,-0.43,0.42,0.46,0.73,-0.18,-0.18,-0.17
311.69,-0.61,-0.42,-0.61,-0.41,0.41,0.45,0.73,-0.20,-0.20,-0.19
314.81,-0.62,-0.40,-0.61,-0.40,0.40,0.44,0.73,-0.22,-0.22,-0.21
317.96,-0.62,-0.38,-0.62,-0.38,0.39,0.43,0.74,-0.23,-0.23,-0.24
321.14,-0.63,-0.38,-0.63,-0.37,0.38,0.42,0.74,-0.25,-0.25,-0.25
324.35,-0.64,-0.36,-0.64,-0.37,0.37,0.41,0.75,-0.27,-0.26,-0.28
327.59,-0.65,-0.38,-0.65,-0.37,0.37,0.40,0.75,-0.28,-0.28,-0.27
330.87,-0.66,-0.37,-0.66,-0.37,0.37,0.40,0.76,-0.29,-0.29,-0.29
334.18,-0.67,-0.37,-0.67,-0.37,0.37,0.39,0.77,-0.30,-0.30,-0.30
337.52,-0.68,-0.36,-0.69,-0.37,0.37,0.38,0.77,-0.32,-0.32,-0.32
340.90,-0.70,-0.38,-0.70,-0.37,0.37,0.38,0.78,-0.33,-0.33,-0.32
344.30,-0.71,-0.38,-0.71,-0.37,0.37,0.37,0.79,-0.34,-0.34,-0.33
347.75,-0.72,-0.37,-0.72,-0.38,0.37,0.36,0.80,-0.36,-0.35,-0.35
351.23,-0.74,-0.36,-0.74,-0.37,0.37,0.36,0.81,-0.37,-0.37,-0.37
354.74,-0.75,-0.38,-0.75,-0.36,0.36,0.35,0.82,-0.39,-0.39,-0.37
358.28,-0.76,-0.35,-0.76,-0.36,0.36,0.35,0.83,-0.40,-0.40,-0.41
361.87,-0.78,-0.35,-0.78,-0.35,0.36,0.35,0.84,-0.42,-0.42,-0.43
365.49,-0.80,-0.34,-0.80,-0.35,0.35,0.34,0.86,-0.44,-0.44,-0.45
