frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
24.16,-4.95,-0.15,-4.95,-0.15,0.15,-0.37,-0.28,-4.80,-4.79,-4.80
24.40,-4.88,-0.14,-4.89,-0.15,0.14,-0.37,-0.29,-4.74,-4.75,-4.74
24.65,-4.83,-0.14,-4.82,-0.13,0.13,-0.38,-0.30,-4.70,-4.69,-4.69
24.89,-4.76,-0.13,-4.76,-0.12,0.12,-0.39,-0.31,-4.64,-4.64,-4.63
25.14,-4.69,-0.09,-4.69,-0.10,0.10,-0.40,-0.32,-4.59,-4.59,-4.60
25.39,-4.63,-0.09,-4.63,-0.09,0.08,-0.40,-0.33,-4.54,-4.54,-4.54
25.65,-4.56,-0.07,-4.56,-0.07,0.07,-0.41,-0.34,-4.49,-4.50,-4.49
25.91,-4.51,-0.06,-4.50,-0.05,0.04,-0.42,-0.35,-4.47,-4.46,-4.45
26.16,-4.43,-0.02,-4.44,-0.02,0.02,-0.43,-0.36,-4.41,-4.42,-4.41
26.43,-4.38,0.00,-4.37,0.00,-0.00,-0.43,-0.36,-4.38,-4.38,-4.38
26.69,-4.31,0.04,-4.31,0.03,-0.03,-0.44,-0.37,-4.34,-4.34,-4.34
26.96,-4.25,0.05,-4.25,0.05,-0.05,-0.45,-0.38,-4.30,-4.30,-4.30
27.23,-4.19,0.08,-4.19,0.08,-0.07,-0.46,-0.39,-4.26,-4.26,-4.27
27.50,-4.13,0.10,-4.13,0.10,-0.09,-0.47,-0.40,-4.22,-4.22,-4.23
27.77,-4.06,0.13,-4.06,0.12,-0.11,-0.48,-0.42,-4.17,-4.18,-4.19
28.05,-4.00,0.14,-4.00,0.14,-0.14,-0.49,-0.43,-4.14,-4.13,-4.14
28.33,-3.93,0.17,-3.93,0.16,-0.16,-0.49,-0.44,-4.09,-4.09,-4.10
28.62,-3.87,0.17,-3.87,0.18,-0.19,-0.50,-0.45,-4.06,-4.06,-4.04
28.90,-3.81,0.20,-3.81,0.20,-0.22,-0.51,-0.46,-4.03,-4.03,-4.01
29.19,-3.74,0.25,-3.74,0.24,-0.26,-0.52,-0.47,-3.99,-4.00,-3.99
29.48,-3.68,0.27,-3.68,0.29,-0.29,-0.53,-0.48,-3.97,-3.97,-3.95
29.78,-3.61,0.35,-3.62,0.34,-0.33,-0.54,-0.49,-3.94,-3.94,-3.96
30.08,-3.56,0.38,-3.56,0.38,-0.37,-0.55,-0.50,-3.93,-3.92,-3.94
30.38,-3.51,0.42,-3.50,0.42,-0.40,-0.56,-0.51,-3.91,-3.91,-3.93
30.68,-3.44,0.44,-3.45,0.44,-0.44,-0.57,-0.52,-3.88,-3.89,-3.88
30.99,-3.39,0.47,-3.39,0.47,-0.48,-0.58,-0.53,-3.87,-3.87,-3.86
31.30,-3.33,0.52,-3.32,0.51,-0.52,-0.60,-0.54,-3.85,-3.84,-3.85
31.61,-3.26,0.54,-3.27,0.55,-0.55,-0.61,-0.55,-3.81,-3.83,-3.80
31.93,-3.22,0.59,-3.22,0.59,-0.59,-0.62,-0.56,-3.81,-3.81,-3.81
32.24,-3.18,0.64,-3.17,0.63,-0.63,-0.63,-0.58,-3.81,-3.80,-3.82
32.57,-3.12,0.65,-3.12,0.67,-0.67,-0.64,-0.59,-3.79,-3.79,-3.77
32.89,-3.06,0.72,-3.06,0.71,-0.70,-0.65,-0.60,-3.76,-3.76,-3.78
33.22,-3.00,0.75,-3.00,0.75,-0.74,-0.66,-0.61,-3.74,-3.74,-3.75
33.55,-2.95,0.79,-2.95,0.78,-0.77,-0.68,-0.62,-3.72,-3.72,-3.74
33.89,-2.90,0.81,-2.90,0.81,-0.81,-0.69,-0.63,-3.71,-3.71,-3.71
34.23,-2.85,0.82,-2.85,0.84,-0.86,-0.70,-0.64,-3.71,-3.70,-3.67
34.57,-2.79,0.88,-2.79,0.88,-0.90,-0.71,-0.65,-3.69,-3.70,-3.67
34.92,-2.74,0.95,-2.74,0.94,-0.95,-0.73,-0.66,-3.69,-3.70,-3.69
35.27,-2.70,0.99,-2.70,1.00,-1.01,-0.74,-0.67,-3.71,-3.71,-3.69
35.62,-2.66,1.07,-2.65,1.06,-1.06,-0.75,-0.69,-3.72,-3.71,-3.73
35.97,-2.60,1.12,-2.60,1.12,-1.10,-0.77,-0.70,-3.70,-3.70,-3.72
36.33,-2.54,1.18,-2.54,1.18,-1.15,-0.78,-0.71,-3.69,-3.69,-3.71
36.70,-2.49,1.22,-2.49,1.21,-1.19,-0.79,-0.72,-3.67,-3.68,-3.71
37.06,-2.45,1.23,-2.44,1.23,-1.22,-0.81,-0.74,-3.67,-3.66,-3.68
37.43,-2.40,1.23,-2.40,1.24,-1.25,-0.82,-0.75,-3.65,-3.65,-3.63
37.81,-2.35,1.26,-2.35,1.26,-1.29,-0.84,-0.76,-3.63,-3.64,-3.61
38.19,-2.31,1.30,-2.31,1.29,-1.32,-0.85,-0.78,-3.63,-3.63,-3.61
38.57,-2.27,1.32,-2.26,1.34,-1.36,-0.87,-0.79,-3.63,-3.62,-3.59
38.95,-2.21,1.39,-2.21,1.39,-1.40,-0.88,-0.81,-3.61,-3.60,-3.60
39.34,-2.15,1.47,-2.15,1.45,-1.44,-0.90,-0.83,-3.59,-3.59,-3.61
39.74,-2.09,1.49,-2.10,1.50,-1.48,-0.91,-0.84,-3.57,-3.57,-3.58
40.14,-2.05,1.53,-2.05,1.53,-1.51,-0.93,-0.86,-3.56,-3.56,-3.58
40.54,-2.01,1.57,-2.01,1.56,-1.55,-0.95,-0.88,-3.55,-3.55,-3.58
40.94,-1.96,1.57,-1.96,1.58,-1.57,-0.96,-0.89,-3.53,-3.53,-3.53
41.35,-1.90,1.59,-1.90,1.59,-1.60,-0.98,-0.91,-3.50,-3.50,-3.49
41.76,-1.84,1.60,-1.84,1.60,-1.62,-1.00,-0.93,-3.46,-3.46,-3.44
42.18,-1.79,1.62,-1.79,1.63,-1.64,-1.02,-0.95,-3.43,-3.43,-3.41
42.60,-1.75,1.65,-1.75,1.65,-1.66,-1.03,-0.97,-3.41,-3.41,-3.40
43.03,-1.70,1.69,-1.70,1.69,-1.69,-1.05,-1.00,-3.39,-3.39,-3.39
43.46,-1.67,1.70,-1.66,1.72,-1.71,-1.07,-1.02,-3.38,-3.38,-3.37
43.90,-1.62,1.78,-1.62,1.75,-1.74,-1.09,-1.04,-3.36,-3.36,-3.40
44.33,-1.59,1.76,-1.58,1.77,-1.76,-1.11,-1.07,-3.35,-3.34,-3.35
44.78,-1.54,1.78,-1.54,1.78,-1.78,-1.13,-1.09,-3.32,-3.32,-3.32
45.23,-1.51,1.78,-1.50,1.79,-1.79,-1.14,-1.12,-3.30,-3.29,-3.29
45.68,-1.47,1.80,-1.47,1.80,-1.80,-1.16,-1.14,-3.27,-3.27,-3.27
46.13,-1.43,1.81,-1.44,1.80,-1.80,-1.18,-1.17,-3.23,-3.24,-3.24
46.60,-1.42,1.80,-1.41,1.80,-1.80,-1.20,-1.20,-3.22,-3.21,-3.22
47.06,-1.38,1.79,-1.38,1.80,-1.81,-1.22,-1.23,-3.19,-3.19,-3.17
47.53,-1.36,1.80,-1.37,1.79,-1.81,-1.24,-1.25,-3.17,-3.17,-3.16
48.01,-1.34,1.81,-1.34,1.80,-1.81,-1.27,-1.28,-3.14,-3.15,-3.15
48.49,-1.34,1.79,-1.32,1.81,-1.80,-1.29,-1.31,-3.14,-3.12,-3.13
48.97,-1.29,1.84,-1.30,1.81,-1.80,-1.31,-1.35,-3.09,-3.10,-3.13
49.46,-1.29,1.81,-1.29,1.81,-1.80,-1.33,-1.38,-3.09,-3.09,-3.10
49.96,-1.29,1.78,-1.28,1.80,-1.81,-1.35,-1.41,-3.10,-3.09,-3.07
50.46,-1.29,1.78,-1.29,1.78,-1.81,-1.37,-1.44,-3.10,-3.10,-3.07
50.96,-1.29,1.79,-1.29,1.79,-1.82,-1.40,-1.48,-3.10,-3.10,-3.08
51.47,-1.29,1.80,-1.29,1.80,-1.81,-1.42,-1.51,-3.10,-3.10,-3.09
51.99,-1.29,1.83,-1.28,1.82,-1.80,-1.44,-1.54,-3.09,-3.09,-3.12
52.51,-1.29,1.81,-1.29,1.82,-1.78,-1.47,-1.58,-3.07,-3.07,-3.10
53.03,-1.29,1.82,-1.31,1.80,-1.75,-1.49,-1.61,-3.04,-3.06,-3.11
53.56,-1.34,1.73,-1.32,1.75,-1.72,-1.51,-1.65,-3.06,-3.04,-3.07
54.10,-1.34,1.69,-1.34,1.69,-1.68,-1.54,-1.68,-3.02,-3.02,-3.03
54.64,-1.34,1.62,-1.34,1.62,-1.64,-1.56,-1.71,-2.98,-2.99,-2.96
55.18,-1.34,1.55,-1.34,1.57,-1.61,-1.59,-1.75,-2.95,-2.95,-2.89
55.74,-1.34,1.56,-1.34,1.55,-1.58,-1.61,-1.78,-2.91,-2.91,-2.89
56.29,-1.34,1.53,-1.32,1.55,-1.56,-1.64,-1.81,-2.90,-2.88,-2.87
56.86,-1.29,1.59,-1.31,1.56,-1.55,-1.66,-1.84,-2.84,-2.86,-2.88
57.42,-1.29,1.56,-1.29,1.57,-1.56,-1.69,-1.88,-2.85,-2.85,-2.85
58.00,-1.27,1.59,-1.26,1.60,-1.59,-1.72,-1.91,-2.86,-2.86,-2.86
58.58,-1.25,1.63,-1.25,1.61,-1.63,-1.74,-1.94,-2.88,-2.88,-2.87
59.16,-1.22,1.67,-1.22,1.67,-1.68,-1.77,-1.96,-2.90,-2.90,-2.89
59.76,-1.21,1.69,-1.20,1.72,-1.73,-1.80,-1.99,-2.94,-2.92,-2.90
60.35,-1.16,1.82,-1.18,1.77,-1.78,-1.83,-2.02,-2.94,-2.96,-2.98
60.96,-1.16,1.83,-1.16,1.84,-1.83,-1.85,-2.04,-2.99,-2.99,-2.99
61.57,-1.16,1.87,-1.14,1.90,-1.88,-1.88,-2.07,-3.04,-3.02,-3.02
62.18,-1.12,1.97,-1.14,1.94,-1.93,-1.91,-2.09,-3.05,-3.06,-3.09
62.80,-1.12,2.00,-1.12,1.98,-1.97,-1.94,-2.11,-3.09,-3.09,-3.12
63.43,-1.12,1.97,-1.10,2.01,-2.00,-1.97,-2.13,-3.12,-3.11,-3.09
64.07,-1.08,2.03,-1.09,2.02,-2.03,-2.00,-2.15,-3.11,-3.12,-3.11
64.71,-1.05,2.05,-1.05,2.04,-2.05,-2.03,-2.17,-3.10,-3.10,-3.10
65.35,-1.01,2.07,-1.01,2.07,-2.07,-2.06,-2.18,-3.08,-3.07,-3.07
66.01,-0.95,2.09,-0.95,2.08,-2.08,-2.09,-2.20,-3.03,-3.03,-3.04
66.67,-0.89,2.09,-0.89,2.10,-2.09,-2.12,-2.21,-2.98,-2.98,-2.98
67.33,-0.81,2.10,-0.81,2.11,-2.10,-2.15,-2.23,-2.91,-2.91,-2.91
68.01,-0.73,2.12,-0.73,2.11,-2.11,-2.18,-2.24,-2.84,-2.84,-2.85
68.69,-0.65,2.11,-0.65,2.12,-2.12,-2.21,-2.26,-2.77,-2.78,-2.76
69.37,-0.59,2.13,-0.59,2.13,-2.13,-2.24,-2.27,-2.72,-2.72,-2.72
70.07,-0.53,2.13,-0.53,2.14,-2.14,-2.27,-2.28,-2.67,-2.67,-2.66
70.77,-0.47,2.15,-0.48,2.15,-2.16,-2.30,-2.29,-2.63,-2.64,-2.62
71.48,-0.44,2.18,-0.44,2.17,-2.18,-2.34,-2.31,-2.62,-2.61,-2.62
72.19,-0.41,2.19,-0.41,2.20,-2.20,-2.37,-2.32,-2.61,-2.60,-2.60
72.91,-0.38,2.24,-0.39,2.21,-2.22,-2.40,-2.33,-2.60,-2.61,-2.62
73.64,-0.38,2.22,-0.38,2.24,-2.24,-2.43,-2.35,-2.62,-2.62,-2.60
74.38,-0.38,2.24,-0.36,2.26,-2.26,-2.47,-2.36,-2.64,-2.62,-2.62
75.12,-0.34,2.31,-0.36,2.28,-2.27,-2.50,-2.38,-2.61,-2.63,-2.65
75.87,-0.34,2.30,-0.34,2.30,-2.29,-2.53,-2.39,-2.63,-2.63,-2.64
76.63,-0.34,2.29,-0.33,2.31,-2.30,-2.57,-2.41,-2.63,-2.62,-2.63
77.40,-0.30,2.32,-0.31,2.30,-2.30,-2.60,-2.43,-2.60,-2.61,-2.62
78.17,-0.30,2.30,-0.29,2.30,-2.31,-2.64,-2.45,-2.61,-2.60,-2.60
78.95,-0.25,2.31,-0.26,2.31,-2.31,-2.67,-2.47,-2.56,-2.57,-2.56
79.74,-0.25,2.30,-0.24,2.31,-2.32,-2.71,-2.49,-2.57,-2.56,-2.55
80.54,-0.21,2.32,-0.22,2.33,-2.33,-2.74,-2.52,-2.54,-2.55,-2.53
81.35,-0.21,2.35,-0.21,2.34,-2.34,-2.78,-2.55,-2.55,-2.55,-2.55
82.16,-0.21,2.37,-0.21,2.36,-2.36,-2.81,-2.57,-2.57,-2.56,-2.58
82.98,-0.21,2.38,-0.21,2.38,-2.37,-2.85,-2.61,-2.58,-2.58,-2.59
83.81,-0.21,2.41,-0.21,2.41,-2.39,-2.88,-2.64,-2.60,-2.60,-2.62
84.65,-0.21,2.43,-0.20,2.44,-2.43,-2.92,-2.67,-2.64,-2.62,-2.64
85.50,-0.17,2.49,-0.19,2.46,-2.47,-2.95,-2.71,-2.64,-2.66,-2.66
86.35,-0.17,2.47,-0.17,2.49,-2.53,-2.99,-2.75,-2.70,-2.70,-2.64
87.22,-0.17,2.53,-0.15,2.55,-2.60,-3.02,-2.79,-2.77,-2.75,-2.69
88.09,-0.12,2.65,-0.13,2.64,-2.67,-3.06,-2.83,-2.79,-2.80,-2.77
88.97,-0.10,2.77,-0.10,2.77,-2.75,-3.10,-2.88,-2.85,-2.85,-2.86
89.86,-0.06,2.88,-0.06,2.88,-2.83,-3.13,-2.92,-2.89,-2.89,-2.94
90.76,-0.02,2.98,-0.02,2.96,-2.92,-3.17,-2.97,-2.94,-2.94,-3.00
91.66,0.01,3.00,0.01,3.02,-3.00,-3.20,-3.02,-2.99,-2.99,-2.99
92.58,0.04,3.07,0.04,3.07,-3.08,-3.24,-3.08,-3.04,-3.04,-3.03
93.51,0.07,3.13,0.07,3.13,-3.14,-3.28,-3.13,-3.07,-3.07,-3.06
94.44,0.09,3.19,0.10,3.19,-3.20,-3.31,-3.19,-3.11,-3.10,-3.10
95.39,0.13,3.25,0.12,3.25,-3.25,-3.35,-3.25,-3.12,-3.13,-3.12
96.34,0.14,3.30,0.14,3.30,-3.30,-3.39,-3.31,-3.16,-3.15,-3.16
97.30,0.16,3.35,0.16,3.35,-3.35,-3.42,-3.38,-3.19,-3.18,-3.19
98.28,0.18,3.40,0.17,3.39,-3.39,-3.46,-3.44,-3.21,-3.22,-3.22
99.26,0.18,3.43,0.19,3.43,-3.43,-3.50,-3.51,-3.25,-3.25,-3.25
100.25,0.19,3.47,0.20,3.47,-3.47,-3.53,-3.58,-3.28,-3.27,-3.28
101.25,0.22,3.53,0.21,3.52,-3.51,-3.57,-3.64,-3.28,-3.30,-3.31
102.27,0.22,3.56,0.22,3.56,-3.54,-3.60,-3.71,-3.32,-3.32,-3.33
103.29,0.22,3.59,0.22,3.59,-3.59,-3.64,-3.78,-3.36,-3.36,-3.37
104.32,0.22,3.61,0.22,3.61,-3.64,-3.68,-3.85,-3.42,-3.42,-3.39
105.37,0.22,3.64,0.23,3.66,-3.70,-3.71,-3.93,-3.47,-3.46,-3.42
106.42,0.25,3.72,0.25,3.73,-3.76,-3.75,-4.00,-3.51,-3.51,-3.47
107.48,0.27,3.82,0.26,3.81,-3.82,-3.78,-4.07,-3.55,-3.56,-3.55
108.56,0.27,3.90,0.27,3.90,-3.89,-3.82,-4.13,-3.62,-3.62,-3.63
109.64,0.27,3.98,0.27,3.99,-3.95,-3.85,-4.20,-3.68,-3.68,-3.71
110.74,0.27,4.06,0.27,4.05,-4.02,-3.89,-4.27,-3.75,-3.75,-3.79
111.85,0.27,4.11,0.27,4.10,-4.08,-3.92,-4.33,-3.81,-3.81,-3.84
112.97,0.27,4.12,0.27,4.12,-4.13,-3.96,-4.39,-3.86,-3.86,-3.85
114.10,0.27,4.15,0.27,4.15,-4.18,-3.99,-4.45,-3.91,-3.91,-3.88
115.24,0.27,4.18,0.27,4.20,-4.22,-4.02,-4.51,-3.95,-3.95,-3.91
116.39,0.27,4.26,0.27,4.25,-4.26,-4.06,-4.56,-3.99,-3.99,-3.99
117.55,0.27,4.30,0.27,4.30,-4.29,-4.09,-4.61,-4.02,-4.01,-4.03
118.73,0.27,4.34,0.27,4.34,-4.32,-4.12,-4.65,-4.04,-4.04,-4.07
119.92,0.27,4.36,0.27,4.36,-4.34,-4.16,-4.69,-4.07,-4.08,-4.09
121.12,0.26,4.38,0.25,4.37,-4.37,-4.19,-4.72,-4.11,-4.12,-4.12
122.33,0.22,4.37,0.24,4.38,-4.40,-4.22,-4.75,-4.17,-4.16,-4.15
123.55,0.22,4.39,0.22,4.40,-4.42,-4.25,-4.78,-4.20,-4.20,-4.17
124.79,0.22,4.43,0.21,4.42,-4.44,-4.28,-4.79,-4.22,-4.23,-4.21
126.03,0.18,4.44,0.19,4.45,-4.45,-4.31,-4.81,-4.27,-4.26,-4.26
127.29,0.18,4.48,0.17,4.48,-4.47,-4.34,-4.81,-4.29,-4.29,-4.30
128.57,0.16,4.50,0.16,4.50,-4.48,-4.37,-4.82,-4.32,-4.32,-4.34
129.85,0.14,4.52,0.15,4.52,-4.50,-4.40,-4.81,-4.36,-4.35,-4.38
131.15,0.14,4.55,0.12,4.52,-4.52,-4.43,-4.81,-4.37,-4.39,-4.41
132.46,0.09,4.51,0.11,4.52,-4.53,-4.46,-4.79,-4.44,-4.43,-4.42
133.79,0.09,4.51,0.09,4.53,-4.56,-4.48,-4.78,-4.47,-4.46,-4.42
135.12,0.09,4.56,0.09,4.55,-4.58,-4.51,-4.76,-4.49,-4.49,-4.46
136.48,0.09,4.59,0.09,4.59,-4.61,-4.54,-4.73,-4.52,-4.52,-4.50
137.84,0.09,4.65,0.09,4.64,-4.63,-4.56,-4.71,-4.54,-4.54,-4.56
139.22,0.09,4.69,0.09,4.68,-4.66,-4.58,-4.68,-4.57,-4.57,-4.60
140.61,0.09,4.72,0.09,4.71,-4.69,-4.61,-4.65,-4.60,-4.60,-4.62
142.02,0.09,4.72,0.09,4.73,-4.71,-4.63,-4.61,-4.62,-4.62,-4.63
143.44,0.09,4.75,0.09,4.74,-4.74,-4.65,-4.58,-4.65,-4.65,-4.66
144.87,0.09,4.74,0.09,4.75,-4.76,-4.68,-4.54,-4.67,-4.67,-4.65
146.32,0.09,4.77,0.08,4.76,-4.78,-4.70,-4.50,-4.69,-4.70,-4.68
147.78,0.07,4.76,0.07,4.78,-4.79,-4.72,-4.47,-4.72,-4.72,-4.69
149.26,0.05,4.81,0.06,4.81,-4.80,-4.74,-4.43,-4.75,-4.74,-4.76
150.75,0.05,4.84,0.04,4.83,-4.82,-4.75,-4.39,-4.77,-4.77,-4.79
152.26,0.04,4.86,0.03,4.85,-4.83,-4.77,-4.36,-4.79,-4.80,-4.82
153.78,0.01,4.84,0.02,4.85,-4.85,-4.79,-4.33,-4.84,-4.82,-4.83
155.32,0.01,4.84,0.00,4.84,-4.86,-4.80,-4.29,-4.85,-4.86,-4.83
156.88,-0.02,4.84,-0.01,4.85,-4.87,-4.82,-4.26,-4.89,-4.88,-4.86
158.44,-0.04,4.85,-0.03,4.86,-4.87,-4.83,-4.23,-4.91,-4.90,-4.89
160.03,-0.04,4.90,-0.05,4.88,-4.86,-4.84,-4.21,-4.90,-4.91,-4.94
161.63,-0.08,4.87,-0.07,4.88,-4.85,-4.86,-4.18,-4.93,-4.92,-4.95
163.24,-0.08,4.89,-0.09,4.87,-4.84,-4.87,-4.16,-4.91,-4.92,-4.97
164.88,-0.12,4.81,-0.11,4.83,-4.82,-4.88,-4.14,-4.94,-4.93,-4.93
166.53,-0.12,4.79,-0.13,4.79,-4.80,-4.89,-4.13,-4.92,-4.93,-4.91
168.19,-0.15,4.76,-0.15,4.75,-4.78,-4.89,-4.11,-4.93,-4.93,-4.91
169.87,-0.17,4.73,-0.16,4.74,-4.76,-4.90,-4.10,-4.93,-4.93,-4.90
171.57,-0.18,4.74,-0.19,4.73,-4.75,-4.91,-4.10,-4.93,-4.94,-4.92
173.29,-0.21,4.74,-0.21,4.74,-4.74,-4.91,-4.09,-4.95,-4.95,-4.95
175.02,-0.24,4.74,-0.23,4.75,-4.74,-4.92,-4.09,-4.98,-4.97,-4.98
176.77,-0.25,4.76,-0.26,4.75,-4.75,-4.92,-4.09,-4.99,-5.01,-5.01
178.54,-0.30,4.75,-0.29,4.76,-4.75,-4.92,-4.10,-5.05,-5.04,-5.05
180.32,-0.30,4.78,-0.31,4.77,-4.76,-4.92,-4.11,-5.06,-5.07,-5.07
182.13,-0.34,4.76,-0.33,4.77,-4.77,-4.92,-4.12,-5.11,-5.11,-5.10
183.95,-0.34,4.79,-0.35,4.78,-4.78,-4.92,-4.13,-5.12,-5.14,-5.13
185.79,-0.38,4.78,-0.36,4.79,-4.79,-4.92,-4.15,-5.17,-5.16,-5.16
187.65,-0.38,4.81,-0.38,4.81,-4.80,-4.91,-4.17,-5.18,-5.18,-5.19
189.52,-0.38,4.83,-0.40,4.81,-4.81,-4.91,-4.20,-5.19,-5.21,-5.21
191.42,-0.43,4.81,-0.41,4.83,-4.82,-4.90,-4.22,-5.25,-5.23,-5.24
193.33,-0.43,4.83,-0.43,4.83,-4.83,-4.90,-4.25,-5.26,-5.26,-5.26
195.27,-0.43,4.85,-0.45,4.83,-4.84,-4.89,-4.28,-5.27,-5.29,-5.28
197.22,-0.47,4.83,-0.46,4.85,-4.85,-4.88,-4.32,-5.32,-5.31,-5.30
199.19,-0.47,4.86,-0.47,4.86,-4.86,-4.87,-4.35,-5.33,-5.33,-5.33
201.18,-0.47,4.87,-0.47,4.87,-4.87,-4.86,-4.39,-5.34,-5.34,-5.34
203.19,-0.47,4.88,-0.47,4.88,-4.88,-4.84,-4.43,-5.35,-5.35,-5.35
205.23,-0.48,4.89,-0.49,4.88,-4.88,-4.83,-4.47,-5.36,-5.37,-5.37
207.28,-0.51,4.86,-0.50,4.88,-4.88,-4.82,-4.51,-5.39,-5.38,-5.37
209.35,-0.51,4.88,-0.51,4.89,-4.89,-4.80,-4.56,-5.39,-5.39,-5.39
211.44,-0.51,4.90,-0.52,4.88,-4.88,-4.78,-4.60,-5.39,-5.40,-5.41
213.56,-0.52,4.89,-0.53,4.88,-4.88,-4.77,-4.64,-5.40,-5.41,-5.41
215.69,-0.56,4.85,-0.54,4.87,-4.87,-4.75,-4.68,-5.43,-5.41,-5.41
217.85,-0.56,4.86,-0.56,4.86,-4.86,-4.73,-4.73,-5.42,-5.42,-5.41
220.03,-0.56,4.86,-0.58,4.85,-4.85,-4.71,-4.77,-5.40,-5.42,-5.42
222.23,-0.60,4.83,-0.58,4.84,-4.83,-4.68,-4.81,-5.43,-5.41,-5.43
224.45,-0.60,4.82,-0.60,4.81,-4.81,-4.66,-4.84,-5.41,-5.41,-5.42
226.70,-0.61,4.78,-0.62,4.79,-4.79,-4.64,-4.87,-5.40,-5.41,-5.39
228.96,-0.64,4.75,-0.63,4.76,-4.77,-4.61,-4.90,-5.41,-5.40,-5.39
231.25,-0.64,4.76,-0.65,4.74,-4.75,-4.58,-4.93,-5.39,-5.40,-5.40
233.57,-0.68,4.71,-0.67,4.73,-4.73,-4.56,-4.95,-5.41,-5.40,-5.39
235.90,-0.69,4.70,-0.69,4.70,-4.71,-4.53,-4.97,-5.40,-5.39,-5.39
238.26,-0.69,4.70,-0.70,4.68,-4.68,-4.50,-4.98,-5.37,-5.38,-5.39
240.64,-0.73,4.64,-0.72,4.65,-4.65,-4.47,-4.99,-5.38,-5.37,-5.37
243.05,-0.73,4.63,-0.74,4.62,-4.62,-4.44,-4.99,-5.35,-5.36,-5.36
245.48,-0.77,4.57,-0.76,4.58,-4.57,-4.41,-4.99,-5.34,-5.33,-5.34
247.93,-0.77,4.56,-0.78,4.54,-4.52,-4.37,-4.97,-5.29,-5.29,-5.33
250.41,-0.80,4.47,-0.80,4.48,-4.45,-4.34,-4.96,-5.25,-5.25,-5.27
252.92,-0.82,4.41,-0.82,4.40,-4.39,-4.31,-4.93,-5.21,-5.21,-5.23
255.45,-0.84,4.31,-0.84,4.31,-4.33,-4.27,-4.90,-5.16,-5.17,-5.15
258.00,-0.86,4.23,-0.86,4.24,-4.26,-4.23,-4.87,-5.12,-5.12,-5.09
260.58,-0.88,4.17,-0.88,4.17,-4.20,-4.20,-4.83,-5.08,-5.08,-5.05
263.19,-0.90,4.12,-0.89,4.13,-4.15,-4.16,-4.78,-5.05,-5.04,-5.02
265.82,-0.90,4.11,-0.90,4.10,-4.10,-4.12,-4.72,-5.00,-5.01,-5.01
268.48,-0.90,4.08,-0.92,4.06,-4.06,-4.08,-4.66,-4.96,-4.98,-4.98
271.16,-0.95,4.00,-0.93,4.03,-4.02,-4.04,-4.60,-4.97,-4.95,-4.95
273.87,-0.95,3.99,-0.94,3.99,-3.98,-4.00,-4.53,-4.93,-4.92,-4.94
276.61,-0.95,3.96,-0.96,3.95,-3.93,-3.96,-4.46,-4.88,-4.88,-4.91
279.38,-0.95,3.92,-0.96,3.90,-3.87,-3.92,-4.39,-4.82,-4.84,-4.87
282.17,-0.99,3.82,-0.98,3.83,-3.82,-3.88,-4.31,-4.81,-4.79,-4.81
284.99,-0.99,3.74,-0.98,3.75,-3.76,-3.83,-4.23,-4.75,-4.74,-4.73
