frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
33.89,-2.90,-4.81,-2.90,-4.81,4.81,4.28,6.22,1.91,1.91,1.91
34.23,-2.85,-4.76,-2.85,-4.75,4.76,4.21,6.13,1.91,1.91,1.91
34.57,-2.79,-4.69,-2.79,-4.69,4.70,4.15,6.04,1.91,1.91,1.90
34.92,-2.74,-4.63,-2.74,-4.64,4.65,4.08,5.94,1.91,1.90,1.89
35.27,-2.70,-4.60,-2.70,-4.59,4.60,4.01,5.83,1.90,1.90,1.90
35.62,-2.66,-4.55,-2.65,-4.54,4.54,3.95,5.72,1.88,1.89,1.89
35.97,-2.60,-4.48,-2.60,-4.50,4.49,3.88,5.60,1.89,1.89,1.88
36.33,-2.54,-4.45,-2.54,-4.44,4.44,3.82,5.48,1.90,1.89,1.91
36.70,-2.49,-4.39,-2.49,-4.39,4.38,3.76,5.36,1.89,1.89,1.90
37.06,-2.45,-4.33,-2.44,-4.33,4.33,3.69,5.24,1.88,1.88,1.88
37.43,-2.40,-4.28,-2.40,-4.27,4.27,3.63,5.12,1.87,1.87,1.88
37.81,-2.35,-4.19,-2.35,-4.20,4.20,3.57,4.99,1.85,1.85,1.84
38.19,-2.31,-4.14,-2.31,-4.13,4.14,3.50,4.87,1.83,1.83,1.83
38.57,-2.27,-4.07,-2.26,-4.07,4.07,3.44,4.74,1.80,1.81,1.80
38.95,-2.21,-4.00,-2.21,-4.00,4.00,3.38,4.62,1.79,1.79,1.79
39.34,-2.15,-3.93,-2.15,-3.93,3.93,3.32,4.50,1.78,1.78,1.78
39.74,-2.09,-3.85,-2.10,-3.86,3.86,3.26,4.37,1.77,1.76,1.76
40.14,-2.05,-3.80,-2.05,-3.79,3.79,3.20,4.25,1.74,1.74,1.75
40.54,-2.01,-3.71,-2.01,-3.72,3.71,3.14,4.14,1.71,1.71,1.70
40.94,-1.96,-3.65,-1.96,-3.65,3.64,3.08,4.02,1.68,1.69,1.69
41.35,-1.90,-3.58,-1.90,-3.57,3.57,3.02,3.90,1.67,1.67,1.68
41.76,-1.84,-3.48,-1.84,-3.50,3.50,2.97,3.79,1.66,1.65,1.64
42.18,-1.79,-3.42,-1.79,-3.42,3.42,2.91,3.68,1.64,1.63,1.63
42.60,-1.75,-3.37,-1.75,-3.35,3.35,2.85,3.58,1.61,1.61,1.62
43.03,-1.70,-3.28,-1.70,-3.29,3.28,2.80,3.47,1.59,1.58,1.58
43.46,-1.67,-3.22,-1.66,-3.22,3.22,2.74,3.37,1.55,1.55,1.55
43.90,-1.62,-3.15,-1.62,-3.15,3.16,2.69,3.27,1.54,1.53,1.53
44.33,-1.59,-3.10,-1.58,-3.09,3.10,2.64,3.17,1.51,1.51,1.51
44.78,-1.54,-3.04,-1.54,-3.04,3.04,2.58,3.07,1.50,1.49,1.50
45.23,-1.51,-2.99,-1.50,-2.98,2.99,2.53,2.98,1.48,1.48,1.48
45.68,-1.47,-2.94,-1.47,-2.94,2.94,2.48,2.89,1.47,1.47,1.47
46.13,-1.43,-2.88,-1.44,-2.89,2.90,2.43,2.80,1.47,1.46,1.45
46.60,-1.42,-2.86,-1.41,-2.85,2.86,2.38,2.72,1.44,1.45,1.44
47.06,-1.38,-2.81,-1.38,-2.81,2.81,2.33,2.63,1.43,1.43,1.43
47.53,-1.36,-2.77,-1.37,-2.79,2.77,2.28,2.55,1.41,1.40,1.41
48.01,-1.34,-2.75,-1.34,-2.74,2.72,2.23,2.47,1.38,1.38,1.41
48.49,-1.34,-2.72,-1.32,-2.69,2.68,2.18,2.40,1.34,1.35,1.38
48.97,-1.29,-2.60,-1.30,-2.63,2.63,2.14,2.32,1.34,1.33,1.31
49.46,-1.29,-2.57,-1.29,-2.57,2.59,2.09,2.25,1.30,1.29,1.29
49.96,-1.29,-2.52,-1.28,-2.52,2.54,2.04,2.18,1.25,1.26,1.23
50.46,-1.29,-2.49,-1.29,-2.50,2.50,2.00,2.11,1.21,1.21,1.20
50.96,-1.29,-2.47,-1.29,-2.46,2.46,1.95,2.04,1.17,1.17,1.18
51.47,-1.29,-2.44,-1.29,-2.43,2.43,1.91,1.98,1.14,1.14,1.15
51.99,-1.29,-2.38,-1.28,-2.39,2.40,1.86,1.92,1.11,1.12,1.09
52.51,-1.29,-2.37,-1.29,-2.37,2.37,1.82,1.85,1.08,1.08,1.08
53.03,-1.29,-2.34,-1.31,-2.34,2.34,1.78,1.79,1.05,1.04,1.05
53.56,-1.34,-2.34,-1.32,-2.32,2.31,1.73,1.74,0.97,0.99,1.00
54.10,-1.34,-2.27,-1.34,-2.28,2.27,1.69,1.68,0.93,0.93,0.93
54.64,-1.34,-2.24,-1.34,-2.23,2.22,1.65,1.62,0.88,0.88,0.90
55.18,-1.34,-2.18,-1.34,-2.18,2.17,1.61,1.57,0.83,0.83,0.84
55.74,-1.34,-2.13,-1.34,-2.12,2.12,1.57,1.52,0.78,0.78,0.79
56.29,-1.34,-2.07,-1.32,-2.05,2.06,1.53,1.46,0.72,0.73,0.73
56.86,-1.29,-1.96,-1.31,-1.98,1.99,1.49,1.41,0.70,0.68,0.68
57.42,-1.29,-1.91,-1.29,-1.91,1.92,1.45,1.36,0.63,0.64,0.62
58.00,-1.27,-1.85,-1.26,-1.85,1.85,1.41,1.32,0.59,0.59,0.58
58.58,-1.25,-1.81,-1.25,-1.80,1.79,1.37,1.27,0.54,0.54,0.56
59.16,-1.22,-1.71,-1.22,-1.73,1.72,1.33,1.22,0.50,0.50,0.49
59.76,-1.21,-1.68,-1.20,-1.66,1.66,1.30,1.18,0.45,0.46,0.47
60.35,-1.16,-1.57,-1.18,-1.59,1.60,1.26,1.13,0.44,0.42,0.41
60.96,-1.16,-1.55,-1.16,-1.53,1.54,1.22,1.09,0.38,0.38,0.39
61.57,-1.16,-1.48,-1.14,-1.47,1.49,1.19,1.05,0.33,0.35,0.32
62.18,-1.12,-1.41,-1.14,-1.43,1.44,1.15,1.00,0.32,0.31,0.29
62.80,-1.12,-1.40,-1.12,-1.39,1.40,1.12,0.96,0.28,0.27,0.28
63.43,-1.12,-1.37,-1.10,-1.36,1.35,1.08,0.92,0.23,0.25,0.25
64.07,-1.08,-1.31,-1.09,-1.32,1.31,1.05,0.88,0.23,0.22,0.23
64.71,-1.05,-1.26,-1.05,-1.26,1.25,1.01,0.84,0.20,0.20,0.21
65.35,-1.01,-1.21,-1.01,-1.20,1.19,0.98,0.80,0.19,0.19,0.20
66.01,-0.95,-1.13,-0.95,-1.14,1.13,0.94,0.76,0.18,0.17,0.18
66.67,-0.89,-1.08,-0.89,-1.07,1.05,0.91,0.72,0.16,0.17,0.19
67.33,-0.81,-0.99,-0.81,-0.98,0.97,0.88,0.69,0.16,0.16,0.18
68.01,-0.73,-0.89,-0.73,-0.89,0.89,0.84,0.65,0.16,0.16,0.16
68.69,-0.65,-0.79,-0.65,-0.79,0.81,0.81,0.61,0.16,0.15,0.14
69.37,-0.59,-0.71,-0.59,-0.71,0.73,0.78,0.58,0.14,0.15,0.12
70.07,-0.53,-0.63,-0.53,-0.64,0.66,0.75,0.54,0.13,0.13,0.10
70.77,-0.47,-0.60,-0.48,-0.59,0.60,0.72,0.50,0.13,0.12,0.13
71.48,-0.44,-0.55,-0.44,-0.54,0.54,0.69,0.47,0.10,0.10,0.11
72.19,-0.41,-0.50,-0.41,-0.50,0.49,0.65,0.43,0.08,0.09,0.09
72.91,-0.38,-0.44,-0.39,-0.45,0.45,0.62,0.40,0.07,0.06,0.06
73.64,-0.38,-0.42,-0.38,-0.42,0.42,0.59,0.36,0.04,0.04,0.04
74.38,-0.38,-0.40,-0.36,-0.38,0.39,0.56,0.33,0.01,0.02,0.02
75.12,-0.34,-0.34,-0.36,-0.36,0.35,0.53,0.29,0.01,-0.01,-0.00
75.87,-0.34,-0.32,-0.34,-0.32,0.31,0.50,0.26,-0.03,-0.03,-0.02
76.63,-0.34,-0.30,-0.33,-0.29,0.28,0.47,0.22,-0.06,-0.05,-0.04
77.40,-0.30,-0.24,-0.31,-0.25,0.24,0.44,0.19,-0.06,-0.07,-0.06
78.17,-0.30,-0.22,-0.29,-0.21,0.20,0.41,0.15,-0.10,-0.09,-0.08
78.95,-0.25,-0.16,-0.26,-0.16,0.17,0.38,0.12,-0.08,-0.09,-0.09
79.74,-0.25,-0.14,-0.24,-0.12,0.14,0.35,0.08,-0.11,-0.10,-0.11
80.54,-0.21,-0.08,-0.22,-0.09,0.11,0.32,0.05,-0.10,-0.11,-0.13
81.35,-0.21,-0.06,-0.21,-0.08,0.09,0.30,0.01,-0.12,-0.12,-0.15
82.16,-0.21,-0.09,-0.21,-0.07,0.07,0.27,-0.02,-0.14,-0.14,-0.12
82.98,-0.21,-0.07,-0.21,-0.07,0.05,0.24,-0.06,-0.16,-0.16,-0.14
83.81,-0.21,-0.04,-0.21,-0.04,0.03,0.21,-0.10,-0.18,-0.17,-0.17
84.65,-0.21,-0.02,-0.20,-0.01,0.02,0.18,-0.13,-0.19,-0.18,-0.19
85.50,-0.17,0.03,-0.19,0.00,-0.00,0.15,-0.17,-0.17,-0.19,-0.19
86.35,-0.17,0.02,-0.17,0.03,-0.03,0.12,-0.20,-0.20,-0.20,-0.19
87.22,-0.17,0.04,-0.15,0.06,-0.06,0.10,-0.24,-0.23,-0.21,-0.21
88.09,-0.12,0.12,-0.13,0.09,-0.10,0.07,-0.28,-0.22,-0.23,-0.24
88.97,-0.10,0.12,-0.10,0.14,-0.14,0.04,-0.31,-0.24,-0.24,-0.22
89.86,-0.06,0.17,-0.06,0.18,-0.19,0.01,-0.35,-0.25,-0.25,-0.23
90.76,-0.02,0.25,-0.02,0.23,-0.24,-0.02,-0.39,-0.26,-0.26,-0.26
91.66,0.01,0.29,0.01,0.30,-0.29,-0.04,-0.43,-0.28,-0.28,-0.28
92.58,0.04,0.36,0.04,0.36,-0.35,-0.07,-0.47,-0.30,-0.31,-0.32
93.51,0.07,0.41,0.07,0.41,-0.40,-0.10,-0.50,-0.33,-0.33,-0.34
94.44,0.09,0.45,0.10,0.46,-0.45,-0.13,-0.54,-0.36,-0.36,-0.36
95.39,0.13,0.50,0.12,0.50,-0.50,-0.16,-0.58,-0.37,-0.38,-0.37
96.34,0.14,0.55,0.14,0.55,-0.55,-0.18,-0.62,-0.41,-0.41,-0.41
97.30,0.16,0.60,0.16,0.60,-0.60,-0.21,-0.66,-0.44,-0.43,-0.44
98.28,0.18,0.65,0.17,0.64,-0.64,-0.24,-0.70,-0.46,-0.47,-0.47
99.26,0.18,0.68,0.19,0.68,-0.67,-0.27,-0.74,-0.49,-0.49,-0.50
100.25,0.19,0.72,0.20,0.71,-0.71,-0.30,-0.78,-0.52,-0.51,-0.52
101.25,0.22,0.74,0.21,0.75,-0.74,-0.32,-0.82,-0.52,-0.53,-0.52
102.27,0.22,0.77,0.22,0.78,-0.78,-0.35,-0.86,-0.56,-0.56,-0.55
103.29,0.22,0.81,0.22,0.80,-0.81,-0.38,-0.90,-0.59,-0.59,-0.59
104.32,0.22,0.83,0.22,0.83,-0.85,-0.41,-0.94,-0.63,-0.63,-0.61
105.37,0.22,0.86,0.23,0.87,-0.88,-0.44,-0.98,-0.66,-0.65,-0.64
106.42,0.25,0.92,0.25,0.92,-0.92,-0.47,-1.02,-0.67,-0.67,-0.67
107.48,0.27,0.97,0.26,0.97,-0.96,-0.49,-1.06,-0.69,-0.70,-0.70
108.56,0.27,1.01,0.27,1.01,-1.00,-0.52,-1.10,-0.73,-0.72,-0.74
109.64,0.27,1.04,0.27,1.04,-1.04,-0.55,-1.14,-0.77,-0.76,-0.77
110.74,0.27,1.07,0.27,1.07,-1.07,-0.58,-1.18,-0.80,-0.80,-0.80
111.85,0.27,1.10,0.27,1.10,-1.11,-0.61,-1.21,-0.84,-0.84,-0.83
112.97,0.27,1.15,0.27,1.14,-1.14,-0.64,-1.25,-0.87,-0.87,-0.88
114.10,0.27,1.17,0.27,1.17,-1.17,-0.67,-1.29,-0.90,-0.90,-0.90
115.24,0.27,1.21,0.27,1.20,-1.20,-0.70,-1.32,-0.93,-0.93,-0.94
116.39,0.27,1.21,0.27,1.22,-1.23,-0.73,-1.35,-0.96,-0.96,-0.94
117.55,0.27,1.25,0.27,1.25,-1.26,-0.76,-1.38,-0.98,-0.98,-0.98
118.73,0.27,1.29,0.27,1.28,-1.28,-0.79,-1.41,-1.01,-1.01,-1.01
119.92,0.27,1.31,0.27,1.31,-1.30,-0.82,-1.44,-1.03,-1.04,-1.04
121.12,0.26,1.34,0.25,1.33,-1.33,-0.85,-1.47,-1.06,-1.07,-1.08
122.33,0.22,1.34,0.24,1.35,-1.35,-0.88,-1.49,-1.13,-1.11,-1.11
123.55,0.22,1.36,0.22,1.36,-1.37,-0.91,-1.52,-1.15,-1.15,-1.14
124.79,0.22,1.40,0.21,1.38,-1.39,-0.94,-1.54,-1.17,-1.18,-1.18
126.03,0.18,1.39,0.19,1.41,-1.41,-0.97,-1.56,-1.23,-1.21,-1.21
127.29,0.18,1.43,0.17,1.42,-1.42,-1.00,-1.58,-1.24,-1.25,-1.25
128.57,0.16,1.45,0.16,1.45,-1.44,-1.03,-1.60,-1.28,-1.28,-1.29
129.85,0.14,1.46,0.15,1.47,-1.46,-1.06,-1.61,-1.32,-1.31,-1.32
131.15,0.14,1.50,0.12,1.48,-1.48,-1.09,-1.63,-1.34,-1.35,-1.36
132.46,0.09,1.48,0.11,1.49,-1.50,-1.12,-1.64,-1.41,-1.39,-1.39
133.79,0.09,1.50,0.09,1.51,-1.52,-1.15,-1.66,-1.43,-1.43,-1.41
135.12,0.09,1.54,0.09,1.53,-1.54,-1.19,-1.67,-1.45,-1.46,-1.45
136.48,0.09,1.56,0.09,1.57,-1.57,-1.22,-1.68,-1.48,-1.48,-1.47
137.84,0.09,1.59,0.09,1.60,-1.60,-1.25,-1.69,-1.51,-1.51,-1.50
139.22,0.09,1.63,0.09,1.63,-1.62,-1.28,-1.70,-1.53,-1.53,-1.54
140.61,0.09,1.66,0.09,1.66,-1.65,-1.31,-1.71,-1.56,-1.56,-1.57
142.02,0.09,1.67,0.09,1.68,-1.67,-1.35,-1.71,-1.58,-1.58,-1.58
143.44,0.09,1.70,0.09,1.70,-1.70,-1.38,-1.72,-1.61,-1.61,-1.61
144.87,0.09,1.73,0.09,1.73,-1.72,-1.41,-1.73,-1.63,-1.63,-1.64
146.32,0.09,1.75,0.08,1.74,-1.74,-1.45,-1.74,-1.65,-1.66,-1.66
147.78,0.07,1.75,0.07,1.75,-1.76,-1.48,-1.75,-1.69,-1.69,-1.68
149.26,0.05,1.76,0.06,1.78,-1.78,-1.51,-1.76,-1.73,-1.72,-1.70
150.75,0.05,1.81,0.04,1.80,-1.80,-1.55,-1.77,-1.75,-1.76,-1.76
152.26,0.04,1.84,0.03,1.83,-1.82,-1.58,-1.78,-1.78,-1.78,-1.80
153.78,0.01,1.84,0.02,1.85,-1.84,-1.61,-1.79,-1.83,-1.82,-1.83
155.32,0.01,1.87,0.00,1.86,-1.86,-1.65,-1.80,-1.85,-1.86,-1.86
156.88,-0.02,1.86,-0.01,1.87,-1.88,-1.68,-1.81,-1.90,-1.90,-1.88
158.44,-0.04,1.88,-0.03,1.89,-1.90,-1.71,-1.82,-1.94,-1.93,-1.92
160.03,-0.04,1.91,-0.05,1.91,-1.92,-1.75,-1.84,-1.96,-1.97,-1.95
161.63,-0.08,1.95,-0.07,1.94,-1.93,-1.78,-1.86,-2.01,-2.00,-2.03
163.24,-0.08,1.98,-0.09,1.96,-1.95,-1.82,-1.87,-2.03,-2.04,-2.06
164.88,-0.12,1.96,-0.11,1.98,-1.97,-1.85,-1.89,-2.09,-2.08,-2.08
166.53,-0.12,1.99,-0.13,1.98,-1.99,-1.89,-1.91,-2.11,-2.12,-2.11
168.19,-0.15,1.99,-0.15,2.00,-2.01,-1.92,-1.93,-2.16,-2.15,-2.14
169.87,-0.17,2.01,-0.16,2.02,-2.02,-1.95,-1.96,-2.19,-2.19,-2.18
171.57,-0.18,2.06,-0.19,2.04,-2.04,-1.99,-1.98,-2.22,-2.23,-2.24
173.29,-0.21,2.06,-0.21,2.06,-2.06,-2.02,-2.01,-2.27,-2.26,-2.27
175.02,-0.24,2.06,-0.23,2.08,-2.08,-2.06,-2.04,-2.31,-2.31,-2.30
176.77,-0.25,2.12,-0.26,2.09,-2.10,-2.09,-2.07,-2.35,-2.36,-2.37
178.54,-0.30,2.11,-0.29,2.12,-2.12,-2.13,-2.10,-2.42,-2.41,-2.41
180.32,-0.30,2.13,-0.31,2.15,-2.15,-2.16,-2.13,-2.44,-2.45,-2.43
182.13,-0.34,2.17,-0.33,2.16,-2.17,-2.19,-2.17,-2.51,-2.50,-2.51
183.95,-0.34,2.20,-0.35,2.19,-2.19,-2.23,-2.20,-2.53,-2.54,-2.54
185.79,-0.38,2.19,-0.36,2.22,-2.21,-2.26,-2.24,-2.59,-2.58,-2.56
187.65,-0.38,2.27,-0.38,2.25,-2.24,-2.29,-2.28,-2.62,-2.62,-2.65
189.52,-0.38,2.29,-0.40,2.26,-2.26,-2.33,-2.32,-2.64,-2.66,-2.67
191.42,-0.43,2.26,-0.41,2.29,-2.29,-2.36,-2.36,-2.71,-2.69,-2.69
193.33,-0.43,2.29,-0.43,2.29,-2.31,-2.39,-2.41,-2.74,-2.74,-2.72
195.27,-0.43,2.35,-0.45,2.32,-2.34,-2.42,-2.45,-2.77,-2.79,-2.78
197.22,-0.47,2.33,-0.46,2.36,-2.37,-2.45,-2.50,-2.83,-2.82,-2.80
199.19,-0.47,2.41,-0.47,2.39,-2.39,-2.49,-2.54,-2.86,-2.86,-2.88
201.18,-0.47,2.42,-0.47,2.43,-2.42,-2.52,-2.59,-2.89,-2.89,-2.89
203.19,-0.47,2.47,-0.47,2.47,-2.45,-2.55,-2.64,-2.92,-2.93,-2.94
205.23,-0.48,2.49,-0.49,2.48,-2.48,-2.57,-2.69,-2.96,-2.97,-2.97
207.28,-0.51,2.49,-0.50,2.51,-2.51,-2.60,-2.74,-3.02,-3.01,-3.00
209.35,-0.51,2.52,-0.51,2.53,-2.53,-2.63,-2.79,-3.04,-3.04,-3.03
211.44,-0.51,2.57,-0.52,2.55,-2.55,-2.66,-2.84,-3.06,-3.07,-3.08
213.56,-0.52,2.58,-0.53,2.57,-2.57,-2.68,-2.89,-3.09,-3.10,-3.10
215.69,-0.56,2.58,-0.54,2.59,-2.59,-2.71,-2.94,-3.15,-3.13,-3.13
217.85,-0.56,2.59,-0.56,2.60,-2.60,-2.73,-2.98,-3.16,-3.16,-3.15
220.03,-0.56,2.63,-0.58,2.61,-2.61,-2.76,-3.03,-3.17,-3.19,-3.19
222.23,-0.60,2.61,-0.58,2.62,-2.62,-2.78,-3.08,-3.22,-3.20,-3.21
224.45,-0.60,2.63,-0.60,2.62,-2.62,-2.80,-3.12,-3.22,-3.23,-3.23
226.70,-0.61,2.63,-0.62,2.63,-2.63,-2.82,-3.16,-3.24,-3.24,-3.24
228.96,-0.64,2.62,-0.63,2.63,-2.63,-2.84,-3.20,-3.27,-3.26,-3.26
231.25,-0.64,2.64,-0.65,2.62,-2.63,-2.85,-3.24,-3.27,-3.28,-3.28
233.57,-0.68,2.61,-0.67,2.62,-2.63,-2.87,-3.27,-3.31,-3.30,-3.29
235.90,-0.69,2.62,-0.69,2.62,-2.62,-2.88,-3.30,-3.31,-3.31,-3.31
238.26,-0.69,2.64,-0.70,2.63,-2.62,-2.90,-3.33,-3.31,-3.32,-3.33
240.64,-0.73,2.61,-0.72,2.62,-2.62,-2.91,-3.35,-3.35,-3.34,-3.34
243.05,-0.73,2.63,-0.74,2.62,-2.62,-2.92,-3.37,-3.35,-3.35,-3.36
245.48,-0.77,2.59,-0.76,2.61,-2.61,-2.93,-3.39,-3.38,-3.37,-3.36
247.93,-0.77,2.61,-0.78,2.61,-2.61,-2.93,-3.40,-3.38,-3.39,-3.38
250.41,-0.80,2.61,-0.80,2.61,-2.61,-2.94,-3.41,-3.41,-3.41,-3.41
252.92,-0.82,2.61,-0.82,2.61,-2.61,-2.95,-3.41,-3.43,-3.42,-3.43
255.45,-0.84,2.60,-0.84,2.61,-2.61,-2.95,-3.41,-3.45,-3.45,-3.44
258.00,-0.86,2.61,-0.86,2.60,-2.61,-2.96,-3.40,-3.47,-3.47,-3.47
260.58,-0.88,2.61,-0.88,2.60,-2.61,-2.96,-3.40,-3.49,-3.49,-3.49
263.19,-0.90,2.59,-0.89,2.62,-2.61,-2.97,-3.38,-3.51,-3.50,-3.49
265.82,-0.90,2.63,-0.90,2.62,-2.62,-2.97,-3.37,-3.52,-3.52,-3.53
268.48,-0.90,2.64,-0.92,2.62,-2.62,-2.98,-3.35,-3.52,-3.54,-3.54
271.16,-0.95,2.60,-0.93,2.63,-2.62,-2.99,-3.33,-3.57,-3.56,-3.55
273.87,-0.95,2.64,-0.94,2.63,-2.63,-3.00,-3.30,-3.58,-3.57,-3.58
276.61,-0.95,2.64,-0.96,2.63,-2.63,-3.01,-3.28,-3.58,-3.59,-3.59
279.38,-0.95,2.65,-0.96,2.64,-2.64,-3.03,-3.25,-3.59,-3.60,-3.60
282.17,-0.99,2.62,-0.98,2.64,-2.65,-3.04,-3.22,-3.64,-3.62,-3.61
284.99,-0.99,2.65,-0.98,2.65,-2.66,-3.06,-3.18,-3.65,-3.64,-3.64
287.84,-0.99,2.67,-1.00,2.66,-2.67,-3.07,-3.15,-3.66,-3.66,-3.66
290.72,-0.99,2.69,-1.00,2.68,-2.68,-3.09,-3.12,-3.67,-3.68,-3.68
293.63,-1.03,2.69,-1.02,2.69,-2.69,-3.11,-3.08,-3.72,-3.71,-3.71
296.57,-1.03,2.70,-1.02,2.71,-2.71,-3.12,-3.04,-3.74,-3.73,-3.73
299.53,-1.03,2.73,-1.03,2.73,-2.73,-3.14,-3.01,-3.75,-3.76,-3.76
302.53,-1.03,2.76,-1.04,2.74,-2.74,-3.16,-2.97,-3.77,-3.78,-3.79
305.55,-1.07,2.74,-1.06,2.76,-2.76,-3.17,-2.94,-3.83,-3.82,-3.81
308.61,-1.08,2.77,-1.07,2.78,-2.77,-3.18,-2.90,-3.85,-3.84,-3.85
311.69,-1.08,2.80,-1.08,2.79,-2.79,-3.19,-2.87,-3.87,-3.87,-3.88
314.81,-1.08,2.82,-1.09,2.81,-2.81,-3.20,-2.84,-3.89,-3.90,-3.90
317.96,-1.11,2.81,-1.10,2.83,-2.83,-3.21,-2.81,-3.94,-3.93,-3.92
