frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
102.27,0.22,0.72,0.22,0.73,-0.72,-0.71,-0.82,-0.50,-0.50,-0.50
103.29,0.22,0.76,0.22,0.76,-0.76,-0.74,-0.86,-0.54,-0.54,-0.54
104.32,0.22,0.78,0.22,0.79,-0.80,-0.77,-0.89,-0.58,-0.58,-0.56
105.37,0.22,0.81,0.23,0.82,-0.84,-0.80,-0.93,-0.61,-0.60,-0.59
106.42,0.25,0.87,0.25,0.87,-0.87,-0.83,-0.97,-0.62,-0.62,-0.62
107.48,0.27,0.92,0.26,0.92,-0.91,-0.86,-1.01,-0.63,-0.64,-0.65
108.56,0.27,0.96,0.27,0.96,-0.94,-0.89,-1.05,-0.67,-0.67,-0.69
109.64,0.27,0.99,0.27,0.98,-0.97,-0.92,-1.08,-0.70,-0.70,-0.72
110.74,0.27,1.00,0.27,1.01,-1.01,-0.95,-1.12,-0.74,-0.74,-0.73
111.85,0.27,1.03,0.27,1.03,-1.05,-0.98,-1.15,-0.78,-0.78,-0.76
112.97,0.27,1.08,0.27,1.07,-1.08,-1.01,-1.19,-0.81,-0.81,-0.81
114.10,0.27,1.10,0.27,1.11,-1.12,-1.04,-1.22,-0.85,-0.85,-0.83
115.24,0.27,1.16,0.27,1.16,-1.16,-1.07,-1.26,-0.89,-0.89,-0.89
116.39,0.27,1.20,0.27,1.20,-1.20,-1.10,-1.29,-0.92,-0.92,-0.93
117.55,0.27,1.24,0.27,1.24,-1.23,-1.13,-1.32,-0.96,-0.96,-0.97
118.73,0.27,1.28,0.27,1.28,-1.26,-1.16,-1.35,-0.99,-0.99,-1.01
119.92,0.27,1.30,0.27,1.30,-1.29,-1.19,-1.38,-1.02,-1.03,-1.03
121.12,0.26,1.33,0.25,1.32,-1.32,-1.22,-1.41,-1.06,-1.07,-1.07
122.33,0.22,1.33,0.24,1.34,-1.34,-1.25,-1.43,-1.12,-1.10,-1.11
123.55,0.22,1.35,0.22,1.35,-1.36,-1.28,-1.46,-1.14,-1.14,-1.13
124.79,0.22,1.39,0.21,1.37,-1.38,-1.31,-1.48,-1.16,-1.17,-1.17
126.03,0.18,1.38,0.19,1.39,-1.40,-1.34,-1.50,-1.22,-1.21,-1.20
127.29,0.18,1.42,0.17,1.41,-1.42,-1.37,-1.52,-1.24,-1.25,-1.24
128.57,0.16,1.44,0.16,1.44,-1.44,-1.40,-1.54,-1.28,-1.28,-1.28
129.85,0.14,1.47,0.15,1.48,-1.47,-1.43,-1.56,-1.33,-1.32,-1.33
131.15,0.14,1.52,0.12,1.50,-1.49,-1.46,-1.58,-1.35,-1.37,-1.38
132.46,0.09,1.52,0.11,1.53,-1.52,-1.49,-1.60,-1.43,-1.42,-1.43
133.79,0.09,1.54,0.09,1.55,-1.55,-1.52,-1.62,-1.46,-1.46,-1.45
135.12,0.09,1.58,0.09,1.57,-1.59,-1.55,-1.63,-1.50,-1.50,-1.49
136.48,0.09,1.60,0.09,1.61,-1.62,-1.58,-1.65,-1.53,-1.53,-1.51
137.84,0.09,1.63,0.09,1.66,-1.66,-1.61,-1.66,-1.57,-1.57,-1.54
139.22,0.09,1.72,0.09,1.70,-1.69,-1.64,-1.67,-1.60,-1.60,-1.63
140.61,0.09,1.75,0.09,1.74,-1.73,-1.67,-1.69,-1.64,-1.64,-1.66
142.02,0.09,1.76,0.09,1.78,-1.77,-1.71,-1.70,-1.68,-1.68,-1.67
143.44,0.09,1.79,0.09,1.81,-1.81,-1.74,-1.72,-1.71,-1.71,-1.70
144.87,0.09,1.86,0.09,1.84,-1.84,-1.77,-1.73,-1.75,-1.75,-1.77
146.32,0.09,1.88,0.08,1.87,-1.87,-1.80,-1.74,-1.78,-1.79,-1.79
147.78,0.07,1.88,0.07,1.91,-1.90,-1.83,-1.76,-1.83,-1.83,-1.81
149.26,0.05,1.94,0.06,1.93,-1.93,-1.87,-1.77,-1.88,-1.87,-1.89
150.75,0.05,1.97,0.04,1.96,-1.96,-1.90,-1.79,-1.91,-1.92,-1.92
152.26,0.04,1.99,0.03,2.00,-1.99,-1.93,-1.81,-1.95,-1.96,-1.94
153.78,0.01,2.03,0.02,2.03,-2.02,-1.96,-1.82,-2.01,-2.00,-2.02
155.32,0.01,2.06,0.00,2.05,-2.05,-2.00,-1.84,-2.04,-2.05,-2.05
156.88,-0.02,2.07,-0.01,2.08,-2.08,-2.03,-1.86,-2.10,-2.10,-2.09
158.44,-0.04,2.11,-0.03,2.11,-2.11,-2.06,-1.88,-2.15,-2.15,-2.15
160.03,-0.04,2.14,-0.05,2.14,-2.15,-2.10,-1.90,-2.18,-2.20,-2.18
161.63,-0.08,2.18,-0.07,2.18,-2.18,-2.13,-1.93,-2.25,-2.24,-2.26
163.24,-0.08,2.21,-0.09,2.21,-2.21,-2.16,-1.95,-2.28,-2.29,-2.29
164.88,-0.12,2.24,-0.11,2.24,-2.24,-2.19,-1.98,-2.36,-2.35,-2.36
166.53,-0.12,2.27,-0.13,2.27,-2.27,-2.23,-2.01,-2.39,-2.39,-2.39
168.19,-0.15,2.30,-0.15,2.30,-2.30,-2.26,-2.03,-2.45,-2.44,-2.45
169.87,-0.17,2.32,-0.16,2.33,-2.33,-2.30,-2.07,-2.49,-2.49,-2.48
171.57,-0.18,2.36,-0.19,2.35,-2.35,-2.33,-2.10,-2.53,-2.54,-2.54
173.29,-0.21,2.38,-0.21,2.38,-2.38,-2.36,-2.13,-2.59,-2.59,-2.59
175.02,-0.24,2.40,-0.23,2.41,-2.41,-2.40,-2.17,-2.64,-2.64,-2.64
176.77,-0.25,2.45,-0.26,2.44,-2.43,-2.43,-2.20,-2.68,-2.69,-2.70
178.54,-0.30,2.45,-0.29,2.46,-2.46,-2.46,-2.24,-2.76,-2.75,-2.75
180.32,-0.30,2.50,-0.31,2.49,-2.49,-2.50,-2.28,-2.79,-2.80,-2.80
182.13,-0.34,2.50,-0.33,2.52,-2.53,-2.53,-2.33,-2.86,-2.86,-2.84
183.95,-0.34,2.57,-0.35,2.55,-2.56,-2.56,-2.37,-2.90,-2.91,-2.91
185.79,-0.38,2.58,-0.36,2.60,-2.59,-2.60,-2.42,-2.97,-2.96,-2.96
187.65,-0.38,2.64,-0.38,2.64,-2.63,-2.63,-2.46,-3.01,-3.01,-3.02
189.52,-0.38,2.69,-0.40,2.67,-2.66,-2.66,-2.51,-3.04,-3.06,-3.07
191.42,-0.43,2.67,-0.41,2.71,-2.70,-2.70,-2.56,-3.13,-3.11,-3.10
193.33,-0.43,2.75,-0.43,2.73,-2.74,-2.73,-2.62,-3.17,-3.17,-3.18
195.27,-0.43,2.78,-0.45,2.77,-2.78,-2.76,-2.67,-3.21,-3.23,-3.21
197.22,-0.47,2.80,-0.46,2.82,-2.82,-2.80,-2.72,-3.29,-3.27,-3.27
199.19,-0.47,2.87,-0.47,2.85,-2.86,-2.83,-2.78,-3.33,-3.32,-3.34
201.18,-0.47,2.89,-0.47,2.90,-2.90,-2.86,-2.84,-3.37,-3.37,-3.36
203.19,-0.47,2.94,-0.47,2.95,-2.94,-2.89,-2.89,-3.41,-3.41,-3.41
205.23,-0.48,3.00,-0.49,2.98,-2.98,-2.93,-2.95,-3.46,-3.47,-3.48
207.28,-0.51,3.00,-0.50,3.02,-3.02,-2.96,-3.01,-3.53,-3.52,-3.51
209.35,-0.51,3.05,-0.51,3.06,-3.06,-2.99,-3.07,-3.57,-3.56,-3.56
211.44,-0.51,3.10,-0.52,3.09,-3.09,-3.02,-3.13,-3.60,-3.61,-3.61
213.56,-0.52,3.15,-0.53,3.13,-3.13,-3.05,-3.18,-3.65,-3.66,-3.67
215.69,-0.56,3.14,-0.54,3.16,-3.16,-3.08,-3.24,-3.72,-3.70,-3.70
217.85,-0.56,3.19,-0.56,3.19,-3.19,-3.11,-3.30,-3.75,-3.75,-3.75
220.03,-0.56,3.23,-0.58,3.22,-3.22,-3.14,-3.35,-3.78,-3.80,-3.79
222.23,-0.60,3.24,-0.58,3.25,-3.25,-3.17,-3.41,-3.85,-3.83,-3.84
224.45,-0.60,3.28,-0.60,3.27,-3.27,-3.20,-3.46,-3.87,-3.88,-3.88
226.70,-0.61,3.30,-0.62,3.30,-3.30,-3.23,-3.51,-3.91,-3.92,-3.91
228.96,-0.64,3.32,-0.63,3.33,-3.32,-3.26,-3.55,-3.96,-3.95,-3.96
231.25,-0.64,3.36,-0.65,3.34,-3.35,-3.29,-3.60,-3.99,-4.00,-4.00
233.57,-0.68,3.35,-0.67,3.37,-3.37,-3.31,-3.64,-4.05,-4.04,-4.03
235.90,-0.69,3.39,-0.69,3.39,-3.39,-3.34,-3.68,-4.08,-4.08,-4.08
238.26,-0.69,3.43,-0.70,3.42,-3.41,-3.37,-3.71,-4.10,-4.12,-4.12
240.64,-0.73,3.43,-0.72,3.44,-3.43,-3.39,-3.74,-4.16,-4.15,-4.16
243.05,-0.73,3.45,-0.74,3.45,-3.45,-3.42,-3.76,-4.18,-4.19,-4.18
245.48,-0.77,3.45,-0.76,3.46,-3.47,-3.44,-3.79,-4.23,-4.22,-4.22
247.93,-0.77,3.49,-0.78,3.48,-3.48,-3.47,-3.80,-4.25,-4.25,-4.25
250.41,-0.80,3.51,-0.80,3.49,-3.49,-3.49,-3.82,-4.29,-4.29,-4.31
252.92,-0.82,3.49,-0.82,3.50,-3.50,-3.51,-3.83,-4.32,-4.31,-4.31
255.45,-0.84,3.50,-0.84,3.50,-3.51,-3.54,-3.83,-4.35,-4.35,-4.34
258.00,-0.86,3.50,-0.86,3.50,-3.51,-3.56,-3.83,-4.37,-4.37,-4.36
260.58,-0.88,3.52,-0.88,3.51,-3.52,-3.58,-3.83,-4.40,-4.40,-4.40
263.19,-0.90,3.51,-0.89,3.53,-3.52,-3.60,-3.82,-4.42,-4.41,-4.41
265.82,-0.90,3.54,-0.90,3.53,-3.53,-3.62,-3.81,-4.43,-4.43,-4.44
268.48,-0.90,3.55,-0.92,3.53,-3.53,-3.64,-3.79,-4.43,-4.45,-4.45
271.16,-0.95,3.51,-0.93,3.53,-3.53,-3.65,-3.77,-4.48,-4.47,-4.46
273.87,-0.95,3.54,-0.94,3.53,-3.54,-3.67,-3.75,-4.49,-4.48,-4.48
276.61,-0.95,3.54,-0.96,3.54,-3.54,-3.69,-3.73,-4.49,-4.50,-4.49
279.38,-0.95,3.55,-0.96,3.54,-3.54,-3.70,-3.70,-4.49,-4.50,-4.50
282.17,-0.99,3.53,-0.98,3.54,-3.54,-3.72,-3.68,-4.53,-4.52,-4.52
284.99,-0.99,3.54,-0.98,3.54,-3.54,-3.73,-3.65,-4.53,-4.53,-4.53
287.84,-0.99,3.55,-1.00,3.55,-3.54,-3.74,-3.62,-4.53,-4.54,-4.54
290.72,-0.99,3.55,-1.00,3.55,-3.55,-3.75,-3.59,-4.54,-4.55,-4.54
293.63,-1.03,3.55,-1.02,3.54,-3.55,-3.76,-3.56,-4.58,-4.56,-4.58
