frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
60.35,2.21,0.90,2.21,0.90,-0.91,-0.92,-1.00,1.30,1.30,1.31
60.96,2.20,0.91,2.20,0.91,-0.92,-0.94,-1.00,1.28,1.28,1.29
61.57,2.19,0.92,2.19,0.92,-0.93,-0.96,-1.01,1.26,1.26,1.27
62.18,2.19,0.94,2.19,0.94,-0.94,-0.97,-1.01,1.24,1.24,1.25
62.80,2.18,0.96,2.18,0.96,-0.96,-0.99,-1.01,1.22,1.22,1.22
63.43,2.17,0.98,2.17,0.98,-0.97,-1.01,-1.00,1.20,1.20,1.19
64.07,2.16,1.00,2.16,1.00,-0.99,-1.02,-1.00,1.17,1.17,1.17
64.71,2.16,1.01,2.16,1.01,-1.01,-1.04,-1.00,1.14,1.14,1.14
65.35,2.15,1.03,2.15,1.03,-1.03,-1.05,-0.99,1.12,1.12,1.12
66.01,2.14,1.05,2.14,1.05,-1.05,-1.07,-0.99,1.09,1.09,1.10
66.67,2.14,1.06,2.14,1.06,-1.06,-1.08,-0.98,1.07,1.07,1.07
67.33,2.13,1.08,2.13,1.08,-1.07,-1.10,-0.97,1.06,1.06,1.05
68.01,2.12,1.09,2.11,1.09,-1.08,-1.11,-0.96,1.04,1.03,1.03
68.69,2.09,1.09,2.09,1.09,-1.08,-1.12,-0.95,1.01,1.01,1.00
69.37,2.07,1.09,2.07,1.09,-1.08,-1.13,-0.94,0.98,0.99,0.98
70.07,2.05,1.08,2.05,1.08,-1.08,-1.13,-0.93,0.96,0.96,0.96
70.77,2.02,1.08,2.02,1.08,-1.08,-1.14,-0.92,0.94,0.94,0.94
71.48,2.00,1.07,2.00,1.07,-1.08,-1.14,-0.90,0.92,0.91,0.92
72.19,1.97,1.07,1.97,1.07,-1.08,-1.14,-0.89,0.89,0.89,0.89
72.91,1.94,1.08,1.94,1.08,-1.08,-1.14,-0.88,0.86,0.86,0.86
73.64,1.91,1.08,1.91,1.08,-1.08,-1.13,-0.86,0.83,0.83,0.83
74.38,1.88,1.08,1.88,1.08,-1.08,-1.13,-0.85,0.80,0.80,0.80
75.12,1.85,1.08,1.85,1.08,-1.08,-1.12,-0.83,0.77,0.77,0.77
75.87,1.82,1.08,1.82,1.08,-1.08,-1.11,-0.82,0.74,0.74,0.74
76.63,1.78,1.07,1.78,1.07,-1.08,-1.09,-0.81,0.70,0.70,0.71
77.40,1.74,1.07,1.75,1.07,-1.07,-1.07,-0.79,0.67,0.67,0.68
78.17,1.71,1.06,1.71,1.07,-1.06,-1.05,-0.78,0.65,0.65,0.64
78.95,1.67,1.06,1.67,1.06,-1.05,-1.03,-0.76,0.62,0.62,0.61
79.74,1.63,1.04,1.63,1.04,-1.03,-1.01,-0.75,0.60,0.60,0.59
80.54,1.58,1.00,1.58,1.01,-1.00,-0.98,-0.74,0.58,0.58,0.58
81.35,1.54,0.97,1.54,0.97,-0.97,-0.95,-0.73,0.56,0.56,0.57
82.16,1.49,0.94,1.49,0.94,-0.94,-0.91,-0.71,0.55,0.55,0.56
82.98,1.45,0.90,1.44,0.90,-0.91,-0.88,-0.70,0.54,0.54,0.54
83.81,1.39,0.86,1.39,0.86,-0.87,-0.84,-0.69,0.53,0.53,0.53
84.65,1.33,0.82,1.34,0.82,-0.83,-0.80,-0.68,0.51,0.51,0.51
85.50,1.28,0.78,1.28,0.78,-0.79,-0.75,-0.67,0.49,0.49,0.49
86.35,1.22,0.74,1.22,0.74,-0.74,-0.71,-0.66,0.48,0.48,0.48
87.22,1.16,0.70,1.16,0.70,-0.69,-0.66,-0.65,0.47,0.47,0.46
88.09,1.09,0.65,1.09,0.65,-0.63,-0.61,-0.64,0.46,0.46,0.44
88.97,1.03,0.58,1.03,0.59,-0.57,-0.56,-0.63,0.45,0.45,0.44
89.86,0.96,0.52,0.96,0.52,-0.51,-0.51,-0.62,0.45,0.45,0.44
90.76,0.89,0.45,0.89,0.45,-0.45,-0.46,-0.61,0.44,0.44,0.44
91.66,0.83,0.38,0.83,0.38,-0.39,-0.41,-0.61,0.43,0.43,0.44
92.58,0.76,0.32,0.77,0.33,-0.34,-0.37,-0.60,0.42,0.43,0.44
93.51,0.72,0.28,0.72,0.28,-0.28,-0.33,-0.59,0.44,0.44,0.44
94.44,0.69,0.25,0.69,0.24,-0.24,-0.30,-0.59,0.45,0.45,0.44
95.39,0.65,0.21,0.65,0.21,-0.20,-0.27,-0.58,0.45,0.44,0.44
96.34,0.62,0.18,0.61,0.18,-0.18,-0.26,-0.58,0.44,0.43,0.44
97.30,0.58,0.15,0.59,0.16,-0.17,-0.25,-0.57,0.41,0.42,0.43
98.28,0.58,0.15,0.58,0.15,-0.16,-0.25,-0.57,0.42,0.42,0.43
99.26,0.59,0.17,0.58,0.16,-0.17,-0.26,-0.57,0.42,0.42,0.42
100.25,0.59,0.18,0.59,0.18,-0.18,-0.28,-0.56,0.41,0.41,0.41
101.25,0.60,0.20,0.60,0.20,-0.20,-0.30,-0.56,0.40,0.40,0.40
102.27,0.61,0.23,0.61,0.23,-0.23,-0.32,-0.56,0.38,0.38,0.38
103.29,0.63,0.27,0.63,0.27,-0.27,-0.34,-0.56,0.36,0.36,0.36
104.32,0.65,0.31,0.65,0.31,-0.31,-0.36,-0.56,0.34,0.34,0.34
105.37,0.67,0.35,0.67,0.35,-0.35,-0.39,-0.55,0.32,0.32,0.32
106.42,0.69,0.40,0.69,0.39,-0.39,-0.41,-0.55,0.31,0.31,0.30
107.48,0.72,0.43,0.72,0.43,-0.43,-0.43,-0.55,0.29,0.29,0.28
108.56,0.74,0.47,0.74,0.47,-0.47,-0.44,-0.55,0.27,0.27,0.27
109.64,0.76,0.51,0.76,0.51,-0.51,-0.46,-0.55,0.24,0.25,0.25
110.74,0.77,0.54,0.78,0.55,-0.55,-0.48,-0.55,0.23,0.23,0.23
111.85,0.79,0.58,0.79,0.58,-0.58,-0.49,-0.55,0.21,0.21,0.21
112.97,0.81,0.62,0.81,0.62,-0.62,-0.50,-0.55,0.19,0.19,0.19
114.10,0.83,0.66,0.82,0.65,-0.65,-0.51,-0.55,0.18,0.17,0.17
115.24,0.82,0.68,0.83,0.68,-0.68,-0.52,-0.55,0.15,0.15,0.14
116.39,0.82,0.70,0.82,0.70,-0.71,-0.53,-0.55,0.12,0.12,0.12
117.55,0.82,0.72,0.82,0.72,-0.73,-0.54,-0.55,0.09,0.09,0.10
118.73,0.82,0.75,0.82,0.75,-0.75,-0.55,-0.55,0.07,0.07,0.07
119.92,0.82,0.77,0.81,0.76,-0.76,-0.55,-0.55,0.06,0.05,0.05
121.12,0.80,0.77,0.80,0.78,-0.77,-0.56,-0.55,0.03,0.03,0.02
122.33,0.77,0.78,0.78,0.78,-0.78,-0.56,-0.56,-0.00,0.00,-0.00
123.55,0.75,0.78,0.75,0.78,-0.78,-0.57,-0.56,-0.03,-0.03,-0.03
124.79,0.73,0.77,0.73,0.77,-0.77,-0.57,-0.56,-0.05,-0.05,-0.05
126.03,0.70,0.77,0.70,0.77,-0.77,-0.57,-0.56,-0.06,-0.06,-0.06
127.29,0.68,0.75,0.68,0.75,-0.76,-0.58,-0.56,-0.08,-0.08,-0.07
128.57,0.65,0.74,0.65,0.74,-0.75,-0.58,-0.56,-0.09,-0.09,-0.09
129.85,0.63,0.73,0.63,0.73,-0.74,-0.58,-0.56,-0.11,-0.11,-0.10
131.15,0.60,0.72,0.60,0.72,-0.72,-0.59,-0.56,-0.12,-0.12,-0.12
132.46,0.58,0.71,0.58,0.71,-0.71,-0.59,-0.56,-0.13,-0.14,-0.14
133.79,0.55,0.70,0.55,0.70,-0.70,-0.59,-0.56,-0.15,-0.15,-0.15
135.12,0.52,0.69,0.52,0.69,-0.69,-0.59,-0.56,-0.17,-0.17,-0.17
136.48,0.49,0.68,0.49,0.68,-0.68,-0.59,-0.56,-0.19,-0.19,-0.19
137.84,0.46,0.66,0.46,0.66,-0.67,-0.60,-0.56,-0.21,-0.21,-0.21
139.22,0.43,0.65,0.43,0.65,-0.66,-0.60,-0.56,-0.23,-0.23,-0.22
140.61,0.40,0.64,0.40,0.64,-0.64,-0.60,-0.56,-0.24,-0.24,-0.24
142.02,0.37,0.63,0.37,0.63,-0.63,-0.60,-0.56,-0.26,-0.26,-0.26
143.44,0.34,0.62,0.34,0.62,-0.61,-0.60,-0.57,-0.27,-0.27,-0.28
144.87,0.31,0.61,0.31,0.60,-0.60,-0.61,-0.57,-0.29,-0.29,-0.30
146.32,0.28,0.58,0.28,0.58,-0.58,-0.61,-0.57,-0.30,-0.30,-0.30
147.78,0.25,0.56,0.25,0.56,-0.56,-0.61,-0.57,-0.31,-0.31,-0.31
149.26,0.22,0.54,0.22,0.54,-0.54,-0.61,-0.57,-0.32,-0.32,-0.32
150.75,0.19,0.51,0.19,0.51,-0.52,-0.61,-0.58,-0.33,-0.33,-0.32
152.26,0.16,0.49,0.16,0.49,-0.50,-0.61,-0.58,-0.34,-0.34,-0.33
153.78,0.13,0.48,0.13,0.48,-0.48,-0.61,-0.58,-0.35,-0.35,-0.35
155.32,0.10,0.47,0.10,0.47,-0.47,-0.62,-0.59,-0.37,-0.37,-0.37
156.88,0.07,0.46,0.07,0.46,-0.46,-0.62,-0.59,-0.38,-0.38,-0.39
158.44,0.04,0.45,0.04,0.45,-0.45,-0.62,-0.59,-0.40,-0.40,-0.41
160.03,0.01,0.44,0.01,0.44,-0.44,-0.62,-0.60,-0.43,-0.43,-0.42
161.63,-0.01,0.43,-0.01,0.43,-0.44,-0.62,-0.61,-0.45,-0.45,-0.45
163.24,-0.04,0.43,-0.04,0.43,-0.43,-0.63,-0.61,-0.48,-0.48,-0.48
164.88,-0.07,0.43,-0.07,0.43,-0.43,-0.63,-0.62,-0.50,-0.50,-0.51
166.53,-0.10,0.44,-0.10,0.43,-0.43,-0.63,-0.63,-0.53,-0.53,-0.53
168.19,-0.13,0.44,-0.13,0.44,-0.43,-0.63,-0.63,-0.56,-0.56,-0.56
169.87,-0.16,0.44,-0.16,0.44,-0.44,-0.64,-0.64,-0.60,-0.60,-0.59
171.57,-0.18,0.44,-0.18,0.45,-0.45,-0.64,-0.65,-0.63,-0.63,-0.63
173.29,-0.21,0.46,-0.21,0.46,-0.46,-0.64,-0.66,-0.67,-0.67,-0.67
175.02,-0.23,0.47,-0.23,0.47,-0.47,-0.64,-0.67,-0.70,-0.70,-0.70
176.77,-0.26,0.49,-0.26,0.49,-0.49,-0.65,-0.68,-0.74,-0.74,-0.74
178.54,-0.28,0.50,-0.28,0.50,-0.51,-0.65,-0.69,-0.79,-0.79,-0.78
180.32,-0.30,0.52,-0.30,0.52,-0.53,-0.65,-0.70,-0.83,-0.83,-0.83
182.13,-0.32,0.55,-0.32,0.55,-0.55,-0.66,-0.71,-0.87,-0.87,-0.87
183.95,-0.34,0.58,-0.34,0.58,-0.58,-0.66,-0.73,-0.92,-0.92,-0.92
185.79,-0.36,0.61,-0.36,0.61,-0.60,-0.67,-0.74,-0.96,-0.96,-0.97
187.65,-0.38,0.64,-0.38,0.63,-0.63,-0.67,-0.75,-1.00,-1.00,-1.01
189.52,-0.40,0.65,-0.40,0.65,-0.65,-0.68,-0.77,-1.05,-1.05,-1.05
191.42,-0.41,0.67,-0.41,0.67,-0.67,-0.68,-0.78,-1.09,-1.08,-1.08
193.33,-0.41,0.69,-0.41,0.69,-0.70,-0.69,-0.80,-1.11,-1.11,-1.10
195.27,-0.41,0.72,-0.41,0.72,-0.72,-0.70,-0.81,-1.13,-1.13,-1.13
197.22,-0.41,0.74,-0.41,0.74,-0.74,-0.70,-0.83,-1.16,-1.16,-1.16
199.19,-0.42,0.76,-0.42,0.76,-0.76,-0.71,-0.84,-1.18,-1.18,-1.18
201.18,-0.42,0.78,-0.42,0.78,-0.78,-0.72,-0.86,-1.20,-1.20,-1.20
203.19,-0.42,0.80,-0.42,0.80,-0.80,-0.73,-0.87,-1.22,-1.22,-1.22
205.23,-0.43,0.82,-0.43,0.82,-0.82,-0.74,-0.89,-1.25,-1.25,-1.24
207.28,-0.43,0.83,-0.43,0.83,-0.84,-0.75,-0.90,-1.27,-1.27,-1.26
209.35,-0.44,0.85,-0.43,0.85,-0.85,-0.76,-0.92,-1.29,-1.29,-1.29
211.44,-0.44,0.87,-0.44,0.87,-0.86,-0.78,-0.93,-1.30,-1.30,-1.31
213.56,-0.45,0.88,-0.45,0.88,-0.87,-0.79,-0.95,-1.32,-1.32,-1.33
215.69,-0.46,0.88,-0.46,0.88,-0.88,-0.81,-0.96,-1.34,-1.34,-1.34
217.85,-0.47,0.88,-0.47,0.88,-0.88,-0.82,-0.98,-1.35,-1.35,-1.35
220.03,-0.48,0.88,-0.48,0.88,-0.89,-0.83,-0.99,-1.37,-1.37,-1.37
222.23,-0.50,0.89,-0.49,0.89,-0.89,-0.85,-1.00,-1.38,-1.38,-1.38
224.45,-0.50,0.89,-0.50,0.89,-0.89,-0.86,-1.01,-1.39,-1.39,-1.39
226.70,-0.50,0.89,-0.50,0.89,-0.90,-0.87,-1.02,-1.40,-1.40,-1.39
228.96,-0.50,0.90,-0.50,0.90,-0.90,-0.88,-1.03,-1.40,-1.40,-1.40
231.25,-0.50,0.90,-0.50,0.90,-0.90,-0.89,-1.04,-1.41,-1.41,-1.41
233.57,-0.51,0.91,-0.51,0.91,-0.91,-0.89,-1.04,-1.42,-1.42,-1.41
235.90,-0.51,0.91,-0.51,0.91,-0.91,-0.89,-1.05,-1.42,-1.42,-1.42
238.26,-0.51,0.91,-0.51,0.91,-0.92,-0.89,-1.05,-1.43,-1.43,-1.42
240.64,-0.51,0.91,-0.51,0.91,-0.91,-0.88,-1.05,-1.43,-1.43,-1.42
243.05,-0.52,0.91,-0.52,0.91,-0.91,-0.87,-1.05,-1.42,-1.42,-1.42
245.48,-0.52,0.91,-0.52,0.90,-0.89,-0.86,-1.04,-1.41,-1.41,-1.42
247.93,-0.52,0.89,-0.53,0.88,-0.87,-0.84,-1.04,-1.39,-1.40,-1.41
250.41,-0.54,0.85,-0.54,0.85,-0.85,-0.82,-1.03,-1.38,-1.38,-1.39
252.92,-0.55,0.82,-0.55,0.82,-0.82,-0.80,-1.02,-1.37,-1.37,-1.37
255.45,-0.56,0.78,-0.56,0.78,-0.79,-0.78,-1.01,-1.35,-1.35,-1.35
258.00,-0.58,0.75,-0.58,0.75,-0.76,-0.76,-0.99,-1.33,-1.33,-1.32
260.58,-0.59,0.71,-0.59,0.72,-0.73,-0.74,-0.98,-1.32,-1.31,-1.30
263.19,-0.59,0.69,-0.59,0.69,-0.70,-0.72,-0.96,-1.29,-1.30,-1.28
265.82,-0.59,0.68,-0.59,0.68,-0.68,-0.70,-0.94,-1.27,-1.28,-1.27
268.48,-0.59,0.67,-0.59,0.67,-0.67,-0.69,-0.92,-1.26,-1.26,-1.26
271.16,-0.59,0.66,-0.59,0.66,-0.65,-0.67,-0.89,-1.25,-1.25,-1.25
273.87,-0.60,0.64,-0.60,0.64,-0.64,-0.65,-0.87,-1.23,-1.23,-1.24
276.61,-0.60,0.63,-0.60,0.63,-0.63,-0.64,-0.84,-1.22,-1.22,-1.22
279.38,-0.60,0.61,-0.60,0.61,-0.61,-0.62,-0.82,-1.21,-1.21,-1.21
282.17,-0.60,0.60,-0.60,0.60,-0.60,-0.60,-0.79,-1.20,-1.20,-1.20
284.99,-0.60,0.59,-0.60,0.59,-0.59,-0.59,-0.76,-1.18,-1.18,-1.18
287.84,-0.60,0.57,-0.60,0.57,-0.57,-0.58,-0.72,-1.17,-1.17,-1.17
290.72,-0.60,0.56,-0.60,0.56,-0.56,-0.56,-0.69,-1.15,-1.15,-1.15
293.63,-0.60,0.54,-0.60,0.54,-0.54,-0.55,-0.66,-1.14,-1.14,-1.14
296.57,-0.60,0.53,-0.60,0.52,-0.53,-0.54,-0.62,-1.12,-1.12,-1.12
299.53,-0.60,0.51,-0.60,0.51,-0.51,-0.52,-0.59,-1.11,-1.11,-1.10
302.53,-0.60,0.50,-0.60,0.50,-0.50,-0.51,-0.55,-1.10,-1.10,-1.09
305.55,-0.60,0.49,-0.60,0.49,-0.49,-0.50,-0.52,-1.09,-1.09,-1.09
308.61,-0.60,0.48,-0.60,0.48,-0.49,-0.49,-0.48,-1.09,-1.09,-1.09
311.69,-0.61,0.47,-0.61,0.48,-0.48,-0.47,-0.44,-1.09,-1.09,-1.08
314.81,-0.62,0.47,-0.61,0.47,-0.47,-0.46,-0.41,-1.08,-1.08,-1.08
317.96,-0.62,0.46,-0.62,0.46,-0.45,-0.45,-0.37,-1.07,-1.07,-1.08
321.14,-0.63,0.45,-0.63,0.45,-0.43,-0.44,-0.33,-1.06,-1.06,-1.08
324.35,-0.64,0.43,-0.64,0.42,-0.40,-0.42,-0.29,-1.04,-1.04,-1.07
327.59,-0.65,0.39,-0.65,0.39,-0.38,-0.41,-0.25,-1.03,-1.03,-1.04
330.87,-0.66,0.35,-0.66,0.35,-0.35,-0.40,-0.22,-1.01,-1.01,-1.01
334.18,-0.67,0.30,-0.67,0.30,-0.32,-0.38,-0.18,-0.99,-0.99,-0.98
337.52,-0.68,0.26,-0.69,0.27,-0.29,-0.37,-0.14,-0.97,-0.97,-0.95
