frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
31.30,4.24,-2.59,4.24,-2.59,2.58,2.67,2.64,6.83,6.83,6.83
31.61,4.23,-2.66,4.23,-2.67,2.64,2.72,2.67,6.87,6.87,6.89
31.93,4.21,-2.73,4.21,-2.72,2.69,2.77,2.69,6.90,6.90,6.94
32.24,4.19,-2.77,4.19,-2.76,2.75,2.82,2.70,6.94,6.94,6.96
32.57,4.17,-2.78,4.17,-2.79,2.80,2.87,2.72,6.97,6.97,6.95
32.89,4.15,-2.81,4.15,-2.82,2.85,2.92,2.73,7.00,7.00,6.96
33.22,4.14,-2.87,4.14,-2.87,2.90,2.96,2.75,7.03,7.03,7.00
33.55,4.12,-2.93,4.12,-2.94,2.95,3.00,2.76,7.07,7.07,7.05
33.89,4.10,-3.02,4.10,-3.00,3.00,3.05,2.77,7.11,7.11,7.12
34.23,4.09,-3.06,4.09,-3.07,3.06,3.09,2.78,7.15,7.14,7.15
34.57,4.07,-3.12,4.07,-3.13,3.12,3.13,2.79,7.18,7.18,7.19
34.92,4.05,-3.18,4.05,-3.18,3.17,3.16,2.79,7.22,7.22,7.23
35.27,4.03,-3.24,4.03,-3.23,3.23,3.20,2.80,7.25,7.25,7.27
35.62,4.01,-3.26,4.01,-3.27,3.27,3.23,2.81,7.28,7.28,7.27
35.97,3.99,-3.31,3.99,-3.31,3.32,3.27,2.81,7.31,7.31,7.30
36.33,3.97,-3.34,3.97,-3.35,3.36,3.30,2.82,7.33,7.33,7.31
36.70,3.95,-3.39,3.95,-3.39,3.40,3.33,2.83,7.34,7.34,7.34
37.06,3.93,-3.44,3.93,-3.43,3.43,3.36,2.84,7.35,7.35,7.36
37.43,3.91,-3.47,3.91,-3.47,3.46,3.39,2.85,7.36,7.36,7.37
37.81,3.88,-3.51,3.88,-3.50,3.49,3.42,2.86,7.37,7.37,7.39
38.19,3.86,-3.52,3.86,-3.52,3.52,3.45,2.87,7.38,7.38,7.38
38.57,3.84,-3.53,3.84,-3.53,3.55,3.48,2.88,7.39,7.39,7.37
38.95,3.82,-3.54,3.82,-3.55,3.58,3.51,2.89,7.39,7.39,7.35
39.34,3.79,-3.58,3.79,-3.60,3.61,3.54,2.91,7.40,7.40,7.37
39.74,3.76,-3.66,3.76,-3.65,3.64,3.56,2.93,7.40,7.40,7.42
40.14,3.73,-3.71,3.73,-3.69,3.67,3.59,2.94,7.40,7.40,7.44
40.54,3.70,-3.72,3.70,-3.72,3.70,3.62,2.97,7.41,7.41,7.42
40.94,3.68,-3.72,3.68,-3.73,3.74,3.65,2.99,7.42,7.42,7.39
41.35,3.65,-3.76,3.65,-3.75,3.77,3.67,3.01,7.43,7.43,7.41
41.76,3.63,-3.79,3.63,-3.79,3.80,3.70,3.04,7.43,7.43,7.41
42.18,3.60,-3.83,3.60,-3.83,3.83,3.73,3.07,7.43,7.43,7.43
42.60,3.58,-3.87,3.58,-3.87,3.85,3.76,3.10,7.43,7.43,7.45
43.03,3.55,-3.91,3.55,-3.90,3.88,3.78,3.14,7.43,7.43,7.46
43.46,3.53,-3.91,3.53,-3.91,3.91,3.81,3.18,7.43,7.43,7.43
43.90,3.50,-3.91,3.50,-3.92,3.94,3.84,3.22,7.44,7.44,7.41
44.33,3.47,-3.93,3.47,-3.94,3.97,3.87,3.26,7.44,7.44,7.40
44.78,3.44,-3.97,3.44,-3.98,3.99,3.90,3.30,7.44,7.44,7.41
45.23,3.41,-4.04,3.41,-4.03,4.02,3.92,3.35,7.43,7.43,7.45
45.68,3.38,-4.06,3.38,-4.07,4.05,3.95,3.40,7.42,7.42,7.44
46.13,3.34,-4.10,3.34,-4.09,4.07,3.98,3.45,7.42,7.42,7.44
46.60,3.31,-4.10,3.31,-4.10,4.10,4.00,3.50,7.41,7.41,7.41
47.06,3.28,-4.10,3.28,-4.12,4.12,4.03,3.56,7.40,7.40,7.38
47.53,3.25,-4.14,3.25,-4.13,4.13,4.06,3.62,7.39,7.39,7.39
48.01,3.23,-4.16,3.23,-4.14,4.14,4.08,3.68,7.37,7.37,7.38
48.49,3.20,-4.13,3.20,-4.14,4.15,4.11,3.74,7.34,7.34,7.33
48.97,3.17,-4.12,3.17,-4.15,4.15,4.13,3.81,7.32,7.32,7.29
49.46,3.14,-4.17,3.14,-4.15,4.15,4.15,3.88,7.29,7.29,7.30
49.96,3.11,-4.18,3.11,-4.17,4.16,4.18,3.94,7.26,7.26,7.28
50.46,3.08,-4.17,3.08,-4.17,4.16,4.20,4.01,7.24,7.24,7.24
50.96,3.05,-4.15,3.05,-4.16,4.17,4.22,4.08,7.22,7.22,7.20
51.47,3.02,-4.16,3.02,-4.16,4.18,4.24,4.15,7.20,7.20,7.18
51.99,3.00,-4.16,3.00,-4.17,4.19,4.25,4.22,7.19,7.19,7.16
52.51,2.97,-4.19,2.97,-4.19,4.20,4.27,4.30,7.17,7.17,7.16
53.03,2.95,-4.21,2.95,-4.21,4.20,4.28,4.37,7.15,7.15,7.16
53.56,2.92,-4.23,2.92,-4.23,4.20,4.30,4.44,7.12,7.12,7.15
54.10,2.90,-4.24,2.90,-4.23,4.20,4.31,4.50,7.10,7.10,7.13
54.64,2.87,-4.22,2.87,-4.22,4.20,4.32,4.57,7.07,7.07,7.09
55.18,2.84,-4.19,2.84,-4.20,4.20,4.32,4.64,7.04,7.04,7.03
55.74,2.81,-4.17,2.81,-4.18,4.20,4.33,4.70,7.01,7.01,6.98
56.29,2.78,-4.17,2.78,-4.16,4.20,4.33,4.76,6.98,6.98,6.95
56.86,2.75,-4.17,2.75,-4.18,4.21,4.33,4.81,6.95,6.95,6.91
57.42,2.71,-4.19,2.71,-4.20,4.22,4.33,4.87,6.94,6.94,6.90
58.00,2.68,-4.25,2.68,-4.24,4.24,4.33,4.91,6.92,6.92,6.93
58.58,2.66,-4.28,2.66,-4.28,4.26,4.33,4.95,6.91,6.91,6.93
59.16,2.63,-4.30,2.63,-4.30,4.27,4.32,4.99,6.90,6.90,6.93
59.76,2.60,-4.31,2.60,-4.30,4.27,4.32,5.02,6.87,6.87,6.91
60.35,2.57,-4.28,2.57,-4.29,4.27,4.31,5.04,6.84,6.84,6.85
60.96,2.54,-4.26,2.54,-4.26,4.25,4.30,5.06,6.79,6.79,6.80
61.57,2.50,-4.23,2.50,-4.23,4.24,4.28,5.07,6.74,6.74,6.73
62.18,2.46,-4.20,2.46,-4.20,4.21,4.27,5.08,6.68,6.68,6.66
62.80,2.43,-4.17,2.43,-4.17,4.19,4.26,5.07,6.62,6.62,6.60
63.43,2.39,-4.15,2.39,-4.15,4.17,4.24,5.06,6.57,6.57,6.54
64.07,2.36,-4.14,2.36,-4.16,4.16,4.22,5.04,6.52,6.52,6.50
64.71,2.33,-4.17,2.33,-4.16,4.15,4.21,5.02,6.48,6.48,6.50
65.35,2.30,-4.18,2.30,-4.17,4.15,4.19,4.99,6.45,6.45,6.47
66.01,2.26,-4.15,2.26,-4.15,4.15,4.17,4.95,6.41,6.41,6.41
66.67,2.23,-4.14,2.23,-4.14,4.15,4.15,4.90,6.38,6.38,6.37
67.33,2.20,-4.12,2.20,-4.14,4.15,4.13,4.85,6.35,6.35,6.32
68.01,2.16,-4.17,2.16,-4.15,4.14,4.12,4.80,6.31,6.31,6.33
68.69,2.13,-4.14,2.13,-4.14,4.13,4.10,4.74,6.26,6.26,6.27
69.37,2.09,-4.13,2.09,-4.13,4.12,4.08,4.68,6.21,6.21,6.22
70.07,2.05,-4.10,2.05,-4.11,4.10,4.06,4.61,6.15,6.15,6.15
70.77,2.01,-4.08,2.01,-4.08,4.08,4.05,4.54,6.08,6.08,6.09
71.48,1.97,-4.06,1.97,-4.06,4.06,4.03,4.47,6.02,6.02,6.02
72.19,1.92,-4.03,1.92,-4.03,4.04,4.02,4.39,5.96,5.96,5.95
72.91,1.88,-4.01,1.88,-4.01,4.03,4.01,4.31,5.90,5.90,5.89
73.64,1.83,-3.99,1.83,-3.99,4.02,3.99,4.23,5.85,5.85,5.82
74.38,1.79,-3.99,1.79,-4.00,4.01,3.99,4.15,5.80,5.80,5.78
75.12,1.74,-4.01,1.75,-4.01,4.01,3.98,4.07,5.75,5.75,5.75
75.87,1.70,-4.04,1.70,-4.02,4.01,3.98,3.99,5.71,5.71,5.74
76.63,1.66,-4.02,1.66,-4.02,4.00,3.97,3.91,5.67,5.67,5.68
77.40,1.62,-4.01,1.62,-4.01,4.00,3.98,3.84,5.63,5.63,5.63
78.17,1.58,-3.99,1.58,-4.00,4.00,3.98,3.76,5.58,5.58,5.57
78.95,1.53,-4.00,1.53,-3.99,4.00,3.98,3.68,5.53,5.53,5.53
79.74,1.48,-3.99,1.48,-3.99,3.99,3.99,3.60,5.48,5.48,5.47
80.54,1.43,-3.98,1.43,-3.99,3.99,4.00,3.53,5.42,5.42,5.41
81.35,1.38,-3.98,1.38,-3.98,3.98,4.01,3.46,5.36,5.36,5.36
82.16,1.33,-3.98,1.33,-3.98,3.97,4.03,3.38,5.30,5.30,5.31
82.98,1.28,-3.97,1.28,-3.98,3.96,4.04,3.32,5.24,5.24,5.25
83.81,1.22,-3.97,1.22,-3.97,3.96,4.06,3.25,5.18,5.18,5.19
84.65,1.17,-3.96,1.17,-3.96,3.95,4.08,3.18,5.12,5.12,5.13
85.50,1.12,-3.94,1.12,-3.95,3.95,4.09,3.12,5.07,5.07,5.06
86.35,1.07,-3.94,1.07,-3.93,3.95,4.11,3.06,5.02,5.02,5.00
87.22,1.01,-3.94,1.01,-3.94,3.96,4.12,3.00,4.97,4.97,4.95
88.09,0.96,-3.93,0.96,-3.96,3.97,4.13,2.95,4.93,4.93,4.89
88.97,0.91,-4.00,0.90,-3.98,3.98,4.13,2.89,4.88,4.88,4.90
89.86,0.85,-4.00,0.85,-4.00,3.98,4.13,2.84,4.83,4.83,4.85
90.76,0.79,-4.00,0.79,-4.01,3.99,4.12,2.79,4.78,4.78,4.79
91.66,0.73,-3.99,0.73,-4.00,4.00,4.10,2.74,4.73,4.73,4.72
92.58,0.68,-4.00,0.68,-3.99,3.99,4.07,2.70,4.67,4.67,4.67
93.51,0.62,-3.98,0.62,-3.98,3.98,4.04,2.66,4.60,4.60,4.60
94.44,0.57,-3.96,0.57,-3.96,3.96,3.99,2.62,4.53,4.53,4.53
95.39,0.52,-3.92,0.52,-3.93,3.93,3.94,2.58,4.45,4.45,4.44
96.34,0.47,-3.89,0.47,-3.89,3.89,3.87,2.54,4.35,4.36,4.36
97.30,0.43,-3.85,0.43,-3.84,3.84,3.80,2.51,4.26,4.27,4.28
98.28,0.40,-3.78,0.40,-3.78,3.78,3.71,2.47,4.18,4.18,4.18
99.26,0.37,-3.70,0.37,-3.71,3.71,3.62,2.44,4.09,4.08,4.07
100.25,0.35,-3.62,0.35,-3.63,3.64,3.52,2.41,3.98,3.98,3.97
101.25,0.32,-3.56,0.33,-3.54,3.55,3.42,2.39,3.88,3.89,3.88
102.27,0.34,-3.45,0.34,-3.45,3.46,3.31,2.36,3.79,3.79,3.78
103.29,0.35,-3.34,0.34,-3.35,3.35,3.20,2.33,3.70,3.69,3.69
104.32,0.36,-3.24,0.36,-3.24,3.23,3.09,2.31,3.59,3.59,3.60
105.37,0.37,-3.13,0.38,-3.12,3.09,2.97,2.28,3.47,3.47,3.50
106.42,0.41,-2.97,0.41,-2.98,2.95,2.86,2.26,3.36,3.36,3.38
107.48,0.46,-2.82,0.45,-2.82,2.80,2.74,2.24,3.25,3.25,3.27
108.56,0.50,-2.66,0.50,-2.63,2.64,2.63,2.22,3.14,3.14,3.16
109.64,0.55,-2.44,0.55,-2.46,2.48,2.52,2.20,3.03,3.03,2.98
110.74,0.59,-2.28,0.59,-2.29,2.32,2.41,2.18,2.91,2.91,2.87
111.85,0.63,-2.16,0.63,-2.15,2.17,2.31,2.15,2.81,2.81,2.79
112.97,0.68,-2.04,0.68,-2.03,2.03,2.21,2.13,2.71,2.71,2.71
114.10,0.72,-1.91,0.72,-1.91,1.90,2.11,2.11,2.62,2.62,2.63
115.24,0.76,-1.79,0.76,-1.80,1.79,2.01,2.09,2.55,2.55,2.55
116.39,0.78,-1.69,0.78,-1.69,1.69,1.92,2.06,2.48,2.48,2.47
117.55,0.81,-1.61,0.81,-1.60,1.60,1.83,2.04,2.41,2.41,2.41
118.73,0.83,-1.51,0.83,-1.52,1.52,1.74,2.01,2.35,2.35,2.34
119.92,0.85,-1.44,0.85,-1.44,1.45,1.66,1.99,2.30,2.30,2.29
121.12,0.86,-1.39,0.86,-1.38,1.38,1.58,1.96,2.24,2.24,2.24
122.33,0.86,-1.33,0.86,-1.33,1.33,1.50,1.93,2.18,2.19,2.18
123.55,0.86,-1.29,0.86,-1.28,1.27,1.42,1.90,2.13,2.13,2.14
124.79,0.86,-1.24,0.86,-1.23,1.23,1.35,1.87,2.08,2.08,2.09
126.03,0.85,-1.17,0.85,-1.18,1.18,1.28,1.83,2.03,2.03,2.02
127.29,0.83,-1.14,0.83,-1.14,1.14,1.22,1.80,1.97,1.97,1.97
128.57,0.81,-1.11,0.81,-1.10,1.10,1.15,1.76,1.91,1.91,1.92
129.85,0.79,-1.06,0.79,-1.06,1.07,1.09,1.72,1.86,1.86,1.85
131.15,0.77,-1.03,0.77,-1.03,1.04,1.03,1.68,1.81,1.81,1.80
132.46,0.74,-1.00,0.74,-1.00,1.01,0.98,1.64,1.75,1.75,1.74
133.79,0.71,-0.98,0.71,-0.98,0.99,0.92,1.59,1.70,1.70,1.69
135.12,0.68,-0.95,0.68,-0.96,0.96,0.87,1.55,1.64,1.64,1.63
136.48,0.65,-0.94,0.65,-0.94,0.93,0.82,1.50,1.59,1.59,1.59
137.84,0.62,-0.92,0.62,-0.92,0.90,0.77,1.45,1.52,1.52,1.54
139.22,0.59,-0.88,0.59,-0.89,0.86,0.72,1.40,1.45,1.45,1.46
140.61,0.55,-0.87,0.55,-0.84,0.82,0.67,1.35,1.37,1.37,1.42
142.02,0.52,-0.77,0.52,-0.78,0.77,0.63,1.30,1.29,1.29,1.29
143.44,0.49,-0.72,0.49,-0.72,0.72,0.58,1.25,1.21,1.21,1.20
144.87,0.45,-0.66,0.45,-0.65,0.67,0.54,1.20,1.12,1.12,1.11
146.32,0.41,-0.60,0.41,-0.61,0.62,0.50,1.14,1.04,1.04,1.01
147.78,0.38,-0.56,0.38,-0.56,0.58,0.46,1.09,0.96,0.96,0.93
149.26,0.34,-0.54,0.34,-0.53,0.55,0.42,1.04,0.89,0.89,0.88
150.75,0.30,-0.51,0.30,-0.52,0.52,0.38,0.98,0.82,0.82,0.81
152.26,0.27,-0.51,0.27,-0.50,0.50,0.34,0.93,0.76,0.76,0.77
153.78,0.23,-0.48,0.23,-0.49,0.48,0.31,0.87,0.71,0.71,0.71
155.32,0.19,-0.47,0.19,-0.47,0.47,0.27,0.81,0.66,0.66,0.66
156.88,0.16,-0.45,0.16,-0.45,0.45,0.24,0.76,0.61,0.61,0.60
158.44,0.12,-0.42,0.12,-0.42,0.43,0.20,0.70,0.55,0.55,0.54
160.03,0.09,-0.40,0.09,-0.40,0.40,0.17,0.65,0.48,0.48,0.48
161.63,0.05,-0.37,0.05,-0.37,0.35,0.14,0.59,0.40,0.40,0.42
163.24,0.02,-0.33,0.02,-0.33,0.29,0.11,0.53,0.31,0.32,0.35
164.88,-0.01,-0.28,-0.01,-0.26,0.23,0.07,0.48,0.22,0.22,0.27
166.53,-0.03,-0.18,-0.03,-0.17,0.16,0.04,0.42,0.13,0.13,0.14
168.19,-0.06,-0.06,-0.06,-0.08,0.09,0.01,0.36,0.03,0.03,0.00
169.87,-0.09,0.01,-0.08,0.01,0.03,-0.02,0.31,-0.06,-0.06,-0.10
171.57,-0.11,0.07,-0.11,0.07,-0.04,-0.05,0.25,-0.15,-0.15,-0.18
173.29,-0.13,0.12,-0.13,0.11,-0.09,-0.08,0.20,-0.22,-0.23,-0.25
175.02,-0.15,0.14,-0.15,0.15,-0.14,-0.11,0.14,-0.30,-0.30,-0.30
176.77,-0.18,0.18,-0.18,0.18,-0.19,-0.13,0.08,-0.36,-0.36,-0.36
178.54,-0.20,0.22,-0.20,0.21,-0.23,-0.16,0.03,-0.43,-0.43,-0.42
180.32,-0.22,0.24,-0.22,0.24,-0.27,-0.19,-0.03,-0.49,-0.49,-0.47
182.13,-0.25,0.27,-0.25,0.28,-0.31,-0.22,-0.08,-0.56,-0.56,-0.52
183.95,-0.27,0.33,-0.27,0.34,-0.35,-0.24,-0.14,-0.63,-0.63,-0.61
185.79,-0.30,0.40,-0.30,0.41,-0.39,-0.27,-0.20,-0.69,-0.69,-0.70
187.65,-0.32,0.48,-0.32,0.47,-0.43,-0.30,-0.25,-0.75,-0.75,-0.80
189.52,-0.34,0.51,-0.34,0.50,-0.46,-0.33,-0.31,-0.80,-0.80,-0.85
191.42,-0.36,0.51,-0.36,0.52,-0.49,-0.35,-0.36,-0.85,-0.85,-0.87
193.33,-0.38,0.52,-0.38,0.52,-0.53,-0.38,-0.42,-0.91,-0.91,-0.90
195.27,-0.40,0.53,-0.40,0.53,-0.56,-0.41,-0.47,-0.96,-0.96,-0.93
197.22,-0.42,0.55,-0.42,0.55,-0.59,-0.43,-0.53,-1.01,-1.01,-0.97
199.19,-0.44,0.59,-0.44,0.60,-0.63,-0.46,-0.58,-1.07,-1.07,-1.03
201.18,-0.46,0.66,-0.46,0.66,-0.67,-0.48,-0.64,-1.13,-1.13,-1.12
203.19,-0.48,0.74,-0.48,0.73,-0.70,-0.51,-0.69,-1.19,-1.19,-1.22
205.23,-0.50,0.80,-0.50,0.78,-0.74,-0.54,-0.75,-1.24,-1.25,-1.30
207.28,-0.52,0.81,-0.52,0.81,-0.78,-0.56,-0.80,-1.30,-1.30,-1.33
209.35,-0.54,0.83,-0.54,0.83,-0.82,-0.59,-0.85,-1.36,-1.36,-1.37
211.44,-0.56,0.86,-0.56,0.85,-0.86,-0.62,-0.91,-1.42,-1.42,-1.42
213.56,-0.58,0.87,-0.58,0.87,-0.90,-0.64,-0.96,-1.48,-1.48,-1.45
215.69,-0.59,0.90,-0.59,0.90,-0.94,-0.67,-1.01,-1.53,-1.53,-1.50
217.85,-0.61,0.92,-0.61,0.94,-0.98,-0.70,-1.06,-1.59,-1.59,-1.53
220.03,-0.63,1.02,-0.63,1.01,-1.03,-0.72,-1.10,-1.65,-1.65,-1.65
222.23,-0.64,1.09,-0.64,1.09,-1.07,-0.75,-1.15,-1.71,-1.71,-1.74
224.45,-0.66,1.17,-0.66,1.16,-1.11,-0.78,-1.20,-1.77,-1.77,-1.83
226.70,-0.68,1.19,-0.68,1.18,-1.14,-0.80,-1.24,-1.82,-1.82,-1.87
228.96,-0.69,1.19,-0.69,1.19,-1.18,-0.83,-1.28,-1.87,-1.87,-1.88
231.25,-0.71,1.18,-0.71,1.18,-1.21,-0.86,-1.32,-1.92,-1.92,-1.89
233.57,-0.73,1.18,-0.73,1.18,-1.23,-0.89,-1.36,-1.96,-1.96,-1.91
235.90,-0.75,1.20,-0.75,1.21,-1.23,-0.91,-1.40,-1.99,-1.99,-1.95
238.26,-0.77,1.25,-0.77,1.24,-1.23,-0.94,-1.43,-2.00,-2.00,-2.02
240.64,-0.79,1.27,-0.79,1.26,-1.22,-0.97,-1.46,-2.02,-2.02,-2.07
243.05,-0.81,1.26,-0.81,1.27,-1.21,-1.00,-1.49,-2.03,-2.03,-2.08
245.48,-0.83,1.24,-0.83,1.24,-1.21,-1.02,-1.52,-2.05,-2.05,-2.08
247.93,-0.85,1.20,-0.86,1.19,-1.21,-1.05,-1.54,-2.07,-2.07,-2.06
250.41,-0.88,1.15,-0.87,1.16,-1.21,-1.08,-1.56,-2.09,-2.09,-2.03
252.92,-0.89,1.12,-0.89,1.16,-1.21,-1.11,-1.58,-2.10,-2.10,-2.02
255.45,-0.91,1.20,-0.91,1.19,-1.20,-1.14,-1.60,-2.12,-2.12,-2.11
258.00,-0.93,1.27,-0.93,1.24,-1.21,-1.17,-1.61,-2.14,-2.14,-2.20
260.58,-0.95,1.28,-0.95,1.28,-1.23,-1.20,-1.63,-2.18,-2.18,-2.23
263.19,-0.97,1.27,-0.97,1.28,-1.26,-1.23,-1.64,-2.22,-2.22,-2.24
265.82,-0.99,1.27,-0.99,1.26,-1.29,-1.26,-1.64,-2.28,-2.28,-2.26
268.48,-1.00,1.26,-1.00,1.28,-1.33,-1.28,-1.65,-2.33,-2.33,-2.27
271.16,-1.02,1.31,-1.02,1.33,-1.36,-1.31,-1.65,-2.38,-2.38,-2.33
273.87,-1.04,1.43,-1.04,1.40,-1.39,-1.34,-1.66,-2.43,-2.43,-2.47
276.61,-1.06,1.47,-1.06,1.46,-1.41,-1.37,-1.66,-2.47,-2.47,-2.53
279.38,-1.07,1.48,-1.07,1.48,-1.44,-1.40,-1.66,-2.51,-2.51,-2.56
282.17,-1.09,1.46,-1.09,1.47,-1.47,-1.43,-1.65,-2.56,-2.56,-2.55
284.99,-1.11,1.46,-1.11,1.48,-1.49,-1.46,-1.65,-2.60,-2.60,-2.57
287.84,-1.12,1.51,-1.12,1.49,-1.51,-1.49,-1.65,-2.64,-2.64,-2.64
290.72,-1.14,1.50,-1.14,1.50,-1.52,-1.52,-1.64,-2.66,-2.66,-2.65
293.63,-1.16,1.51,-1.16,1.52,-1.52,-1.55,-1.64,-2.69,-2.69,-2.67
296.57,-1.18,1.52,-1.18,1.54,-1.53,-1.58,-1.64,-2.71,-2.71,-2.70
299.53,-1.20,1.59,-1.20,1.56,-1.53,-1.61,-1.63,-2.73,-2.73,-2.79
302.53,-1.21,1.57,-1.21,1.57,-1.54,-1.64,-1.63,-2.76,-2.76,-2.79
305.55,-1.23,1.56,-1.23,1.56,-1.56,-1.67,-1.62,-2.79,-2.79,-2.79
308.61,-1.25,1.52,-1.25,1.53,-1.57,-1.70,-1.62,-2.81,-2.81,-2.77
311.69,-1.26,1.54,-1.26,1.55,-1.58,-1.72,-1.62,-2.84,-2.84,-2.80
314.81,-1.27,1.57,-1.27,1.58,-1.59,-1.75,-1.61,-2.87,-2.87,-2.85
317.96,-1.29,1.65,-1.29,1.63,-1.61,-1.78,-1.61,-2.90,-2.90,-2.94
321.14,-1.30,1.67,-1.30,1.66,-1.64,-1.81,-1.61,-2.94,-2.94,-2.97
324.35,-1.31,1.68,-1.31,1.67,-1.67,-1.83,-1.61,-2.98,-2.98,-2.99
327.59,-1.32,1.65,-1.32,1.68,-1.70,-1.86,-1.61,-3.02,-3.02,-2.98
330.87,-1.34,1.70,-1.34,1.72,-1.73,-1.88,-1.62,-3.07,-3.07,-3.04
334.18,-1.35,1.81,-1.35,1.77,-1.76,-1.91,-1.62,-3.12,-3.12,-3.16
337.52,-1.37,1.83,-1.37,1.82,-1.80,-1.93,-1.62,-3.16,-3.16,-3.20
340.90,-1.38,1.83,-1.38,1.83,-1.83,-1.95,-1.63,-3.21,-3.21,-3.21
344.30,-1.39,1.83,-1.39,1.85,-1.87,-1.98,-1.64,-3.26,-3.26,-3.22
347.75,-1.40,1.87,-1.40,1.88,-1.91,-2.00,-1.64,-3.31,-3.31,-3.27
351.23,-1.41,1.95,-1.41,1.93,-1.94,-2.02,-1.65,-3.35,-3.35,-3.36
354.74,-1.42,1.98,-1.42,1.99,-1.96,-2.04,-1.66,-3.38,-3.38,-3.40
358.28,-1.43,2.04,-1.43,2.02,-1.98,-2.06,-1.68,-3.41,-3.41,-3.47
